ID	raw.pvalue	default.pvalue	BH.Q	period	phase	amplitude
ENSMUSG00000030751	0.758539041779388	0.758539041779388	0.854936101904729	24	20.7912872397861	0.24698969849169
ENSMUSG00000029446	0.384280154050208	0.384280154050208	0.587480131898881	24	15.8559025432849	0.652992883208796
ENSMUSG00000030967	0.422022336801776	0.422022336801776	0.620847206464603	24	14.6083718749879	19.5459285231469
ENSMUSG00000032112	0.544203914496882	0.544203914496882	0.716313907943516	24	10.1964556980661	11.729969512659
ENSMUSG00000079477	0.00941199737970744	0.00941199737970744	0.0463820097924732	21.9340659340659	17.7305015679785	21.3989191440475
ENSMUSG00000020936	0.0286639071086043	0.0286639071086043	0.103466783738136	22.1777777777778	20.0192369861321	58.0715661121892
ENSMUSG00000071415	0.568020863554117	0.568020863554117	0.733663937437681	24	21.4658014257914	1.36177943856767
ENSMUSG00000028646	0.0979048591734648	0.0979048591734648	0.246313899373008	24	17.1583673143874	42.1561925845811
ENSMUSG00000055204	0.914985435180231	0.914985435180231	0.951010737664758	24	17.9832340734222	12.9934468763496
ENSMUSG00000022193	0.687869521204318	0.687869521204318	0.81339136946557	24	13.9231110740791	19.9923892060012
ENSMUSG00000008855	0.942866073035344	0.942866073035344	0.967621404138337	24	8.35805145486881	3.11296841558516
ENSMUSG00000029234	0.981187491272344	0.981187491272344	0.990551607195593	24	14.9927352297088	0.34810916017596
ENSMUSG00000025261	0.033744021936389	0.033744021936389	0.11606789699348	27.3424657534247	1.55279207899545	39.8219489079827
ENSMUSG00000003346	0.0220517002074823	0.0220517002074823	0.0855616269144838	25.9220779220779	4.74924470213116	36.3558700321421
ENSMUSG00000070733	0.453503834536362	0.453503834536362	0.647063722687863	24	17.3461713236957	7.07965150046159
ENSMUSG00000020794	0.000474483319125696	0.000474483319125696	0.00581404560216349	21.4623655913979	18.079345363066	52.2040726806832
ENSMUSG00000021266	0.235765590136101	0.235765590136101	0.437803264829182	24	13.1272457854346	92.671101161536
ENSMUSG00000025156	0.1028050267852	0.1028050267852	0.254573244036267	24	6.86286035705312	22.5642372967265
ENSMUSG00000030751	0.00926934306873883	0.00926934306873883	0.0458674705850338	20.3673469387755	8.05954546515957	73.5921420037861
ENSMUSG00000067851	0.492178294224658	0.492178294224658	0.676712420265023	24	8.97339649632868	3.47131210449765
ENSMUSG00000029446	0.0263512782417451	0.0263512782417451	0.0972163194905244	24.95	18.3146626837639	1.84357918634697
ENSMUSG00000026553	0.790320724671212	0.790320724671212	0.876054005704131	24	1.05839493372707	7.5716371011025
ENSMUSG00000022100	0.644481980648229	0.644481980648229	0.784380000205969	24	6.06580323319218	0.67563385611887
ENSMUSG00000028677	0.196177890440803	0.196177890440803	0.391766202814851	24	1.57628119459213	20.2097374524203
ENSMUSG00000037373	0.000196703410813126	0.000196703410813126	0.00313552517154275	26.6133333333333	24.514668490694	58.2036099093187
ENSMUSG00000027828	0.278302997166575	0.278302997166575	0.485157994535869	21.9340659340659	16.1322973980793	4.94448563036807
ENSMUSG00000005442	0.179425011996681	0.179425011996681	0.368792532391234	21.4623655913979	11.2736321972292	5.70929349900725
ENSMUSG00000040688	0.276187926630389	0.276187926630389	0.482709193518871	24	14.0722567565908	8.18417677104439
ENSMUSG00000028759	0.349179159109273	0.349179159109273	0.554855131415985	22.4269662921348	15.0811212891904	10.3330478951376
ENSMUSG00000025261	3.12576037720946e-05	3.12576037720946e-05	0.000921617817582116	26.972972972973	0.669243260501626	138.704521310371
ENSMUSG00000026553	0.799122093591626	0.799122093591626	0.8816449257443	24	10.6603751086728	1.22621690911563
ENSMUSG00000018585	0.00562718901852377	0.00562718901852377	0.0323059824744032	24.95	6.11728043489128	28.2792362848554
ENSMUSG00000026878	0.0740735406291531	0.0740735406291531	0.201753375999939	23.7619047619048	4.2576799988403	6.43535339468622
ENSMUSG00000020936	0.962411394374028	0.962411394374028	0.979467958995133	24	14.802457252248	3.64217355489379
ENSMUSG00000067851	0.892636956193705	0.892636956193705	0.937502605229272	24	16.8657716162749	7.06030369683783
ENSMUSG00000014355	0.396554909862117	0.396554909862117	0.598333147849745	23.7619047619048	18.9260964720552	2.49399051455877
ENSMUSG00000025224	0.666353039903068	0.666353039903068	0.799368771556195	25.9220779220779	5.15657067337334	0.562636234635132
ENSMUSG00000022100	0.468690973727388	0.468690973727388	0.658631176796245	24	13.57086825329	21.3427475174639
ENSMUSG00000025224	0.889073266388503	0.889073266388503	0.936211942243838	24	5.81958185953122	0.271198702651698
ENSMUSG00000025261	7.75612052161812e-05	7.75612052161812e-05	0.00171600020532651	23.7619047619048	5.96852065292477	62.874528708492
ENSMUSG00000025224	0.108966119193493	0.108966119193493	0.264781635574451	22.1777777777778	0.342180516727564	36.3059685367684
ENSMUSG00000008855	0.033697731639035	0.033697731639035	0.116014415894966	24	8.50272569596291	13.171070639668
ENSMUSG00000022770	0.402709505538276	0.402709505538276	0.603506345144899	24	11.3923244051722	0.266322165288926
ENSMUSG00000034820	0.0353056883489894	0.0353056883489894	0.119956814307151	20.5773195876289	11.6351410701587	40.1156223891713
ENSMUSG00000022770	0.2087535701804	0.2087535701804	0.407296366510384	25.2658227848101	17.0791421594014	58.7804709887085
ENSMUSG00000028759	0.0239772195141359	0.0239772195141359	0.0907909791990001	24	7.755619641494	90.8412701505164
ENSMUSG00000025224	0.0347928279925135	0.0347928279925135	0.118590431952291	24	3.89453803386737	5.79096115013339
ENSMUSG00000005442	0.0013695087386989	0.0013695087386989	0.0119784372831592	20.3673469387755	3.19603506111326	16.0115479434092
ENSMUSG00000071415	0.397783584864323	0.397783584864323	0.599368502312249	22.4269662921348	6.02662795354358	5.02541531957878
ENSMUSG00000008855	0.337217635833312	0.337217635833312	0.543535280100862	22.1777777777778	15.5503281135332	19.6164389567085
ENSMUSG00000030058	0.322346032505432	0.322346032505432	0.529248265300306	25.2658227848101	3.6778100751533	44.3830792486233
ENSMUSG00000026878	0.783607347397553	0.783607347397553	0.871561744544471	24	5.07988284362714	6.33684424700687
ENSMUSG00000008855	0.742596690581628	0.742596690581628	0.84551054060771	24	21.2206275638077	8.84350802188235
ENSMUSG00000001158	0.0605414097769141	0.0605414097769141	0.175518769282185	21.695652173913	20.8141895256762	29.8202953704197
ENSMUSG00000015341	0.276883394261569	0.276883394261569	0.483440377983408	24	14.9999490938369	0.993542715566514
ENSMUSG00000001289	0.194572580606152	0.194572580606152	0.389463336531309	24	8.68597108059066	31.9271299513899
ENSMUSG00000026965	0.357960255541959	0.357960255541959	0.564013052288116	25.5897435897436	4.93271203793222	3.35439279738033
ENSMUSG00000008855	0.454607856042204	0.454607856042204	0.647945820463261	24	6.81596718998334	7.61043973917568
ENSMUSG00000068328	0.425264070458788	0.425264070458788	0.62312101057183	24	17.4861385655034	46.9709510844575
ENSMUSG00000005442	0.0900753691124943	0.0900753691124943	0.231965768956846	24	5.38477162394825	33.8776326507313
ENSMUSG00000040688	0.374647911162838	0.374647911162838	0.578756989034482	24	9.77674136278301	21.1550532449063
ENSMUSG00000008855	0.219163670832	0.219163670832	0.418887946803136	24	21.0969000740326	14.8611567106288
ENSMUSG00000022898	0.996812459201634	0.996812459201634	0.998030672461857	24	15.7444488328698	0.587435395191151
ENSMUSG00000025224	0.0828618715013169	0.0828618715013169	0.218419873683115	22.1777777777778	6.88700454392147	32.9364978310913
ENSMUSG00000005442	0.861299431155869	0.861299431155869	0.919370335523777	24	15.5967442105791	1.41989949316285
ENSMUSG00000020459	0.227032235757527	0.227032235757527	0.427745358636812	24	23.6199753014503	27.4993195670149
ENSMUSG00000034820	0.408867957937863	0.408867957937863	0.609007435491282	21.695652173913	0.651120748459367	13.4376656260223
ENSMUSG00000029405	0.085477841193509	0.085477841193509	0.223165486376003	21.2340425531915	2.52158095812808	14.931493903592
ENSMUSG00000037373	0.892683344772315	0.892683344772315	0.937508988456524	24	19.9557812252885	1.13801309859482
ENSMUSG00000038160	0.99084928096755	0.99084928096755	0.994827392827763	24	15.7897361004057	0.17513329218335
ENSMUSG00000093575	0.000440695469643648	0.000440695469643648	0.00550147854938396	24	11.1442965457775	27.6643730627199
ENSMUSG00000005442	0.276352339617201	0.276352339617201	0.482877036600473	24	6.68450130447155	16.2457747370882
ENSMUSG00000021266	2.58941875344032e-05	2.58941875344032e-05	0.000826618423923066	23.2093023255814	17.6370477159582	121.424743482047
ENSMUSG00000008855	0.607053398663291	0.607053398663291	0.759535232015933	24	22.9028897756678	23.2397923492866
ENSMUSG00000026810	0.846829006721833	0.846829006721833	0.91071034890255	24	3.94383189502271	12.0065651436467
ENSMUSG00000021282	0.191444617480322	0.191444617480322	0.384958280195387	24	19.4161777853074	23.2346595349345
ENSMUSG00000027598	0.038275887432786	0.038275887432786	0.12667408389548	24	11.729063435781	39.8274142604255
ENSMUSG00000015341	0.669364202184937	0.669364202184937	0.801436710988499	24	6.52239489220511	1.42678105481929
ENSMUSG00000005982	0.000216131701754274	0.000216131701754274	0.00335328551547642	23.4823529411765	14.2757274663115	95.2094614978396
ENSMUSG00000026553	0.061790054236267	0.061790054236267	0.178039289872437	26.972972972973	20.1112065132496	60.674845271633
ENSMUSG00000041645	0.843425099334196	0.843425099334196	0.908926256207562	24	17.5471785030578	2.52118220836539
ENSMUSG00000067851	0.584981876086871	0.584981876086871	0.745120860366045	24	9.23948172960869	1.35854232389218
ENSMUSG00000029405	0.261750900722762	0.261750900722762	0.467696734642692	24	14.7471301801803	1.64121810279061
ENSMUSG00000024309	0.0381910095142888	0.0381910095142888	0.126471352452487	22.4269662921348	13.6991187543681	24.5943333390014
ENSMUSG00000025224	0.0363583366079451	0.0363583366079451	0.122238051453652	26.972972972973	11.135362309416	0.482309548917485
ENSMUSG00000078552	0.523615737197368	0.523615737197368	0.701159097190188	24	18.6269607645466	2.64722161103
ENSMUSG00000008855	0.0520541439551012	0.0520541439551012	0.157510177721024	24	11.630230774185	25.0203686516528
ENSMUSG00000024414	0.0147138455313842	0.0147138455313842	0.0638194527272291	27.3424657534247	0.988279699352601	28.295157315398
ENSMUSG00000001016	0.225996341750812	0.225996341750812	0.426686090349455	23.2093023255814	19.135723827439	6.98892605541556
ENSMUSG00000007036	0.111222076015113	0.111222076015113	0.268468274196521	24	6.19212044841745	8.08510141181389
ENSMUSG00000029234	0.751342834496963	0.751342834496963	0.85039810696398	24	12.0106714811568	1.54296720769901
ENSMUSG00000030058	0.625800285429074	0.625800285429074	0.772190006272494	24	14.3120284260941	26.942018406427
ENSMUSG00000026965	0.616315302339726	0.616315302339726	0.765464796658308	24	21.3999015927323	1.46864921853013
ENSMUSG00000024740	0.00199506216924861	0.00199506216924861	0.0156648078562508	25.9220779220779	5.06670644337172	88.5878030399698
ENSMUSG00000008855	0.127871812164338	0.127871812164338	0.295441559259488	24	8.79374107131098	14.325880959424
ENSMUSG00000032112	0.917758594490815	0.917758594490815	0.952403356926192	24	8.93681070795823	7.96970983891832
ENSMUSG00000040688	0.965711104172624	0.965711104172624	0.981162751668608	24	17.3249259941591	2.47524108457616
ENSMUSG00000026878	0.82649144021766	0.82649144021766	0.897707426916781	24	11.7400009347568	5.89214028796048
ENSMUSG00000014355	0.0497554198140403	0.0497554198140403	0.152458734995406	21.695652173913	6.15892592278392	27.7533855882068
ENSMUSG00000001158	0.953249080268452	0.953249080268452	0.974021961240868	25.5897435897436	24.7662729033397	1.30104771622085
ENSMUSG00000025224	0.250150001190594	0.250150001190594	0.454087227827283	25.2658227848101	18.4265584147891	1.87017820289895
ENSMUSG00000040688	0.876727518173612	0.876727518173612	0.928466458274382	24	17.5935241868569	2.04512838880109
ENSMUSG00000040688	0.356379847614625	0.356379847614625	0.562416103411368	24	11.3894150095594	6.04021725575056
ENSMUSG00000014355	0.724610031014235	0.724610031014235	0.836340222893204	24	15.4248595804124	5.363930921261
ENSMUSG00000035505	0.661364918448238	0.661364918448238	0.795772688183988	24	9.17224995109942	0.503378234093182
ENSMUSG00000022100	0.0346982510599783	0.0346982510599783	0.118359815914039	21.2340425531915	20.0912499698028	38.7289929494886
ENSMUSG00000026965	0.0175402272086667	0.0175402272086667	0.0727931948950681	24	7.54429906054717	29.1246625494163
