ID	pvalue_mean	pvalue_brown	pvalue_fisher	pvalue_kost	pvalue_logitp	pvalue_sumlog	pvalue_sump	pvalue_sumz	algorithm
ENSMUSG00000000001	0.290026408641486	0.290026408641486	0.290026408641486	0.290026408641486	0.290026408641486	0.290026408641486	0.290026408641486	0.290026408641486	ARS
ENSMUSG00000001175	0.000445697095554198	0.000445697095554198	0.000445697095554198	0.000445697095554198	0.000445697095554198	0.000445697095554198	0.000445697095554198	0.000445697095554198	ARS
ENSMUSG00000001986	0.353246061331936	0.353246061331936	0.353246061331936	0.353246061331936	0.353246061331936	0.353246061331936	0.353246061331936	0.353246061331936	ARS
ENSMUSG00000002771	0.591912506420445	0.591912506420445	0.591912506420445	0.591912506420445	0.591912506420445	0.591912506420445	0.591912506420445	0.591912506420445	ARS
ENSMUSG00000005034	0.208797232194336	0.208797232194336	0.208797232194336	0.208797232194336	0.208797232194336	0.208797232194336	0.208797232194336	0.208797232194336	ARS
ENSMUSG00000005469	0.0108833602066398	0.0108833602066398	0.0108833602066398	0.0108833602066398	0.0108833602066398	0.0108833602066398	0.0108833602066398	0.0108833602066398	ARS
ENSMUSG00000005580	0.000353161424023307	0.000353161424023307	0.000353161424023307	0.000353161424023307	0.000353161424023307	0.000353161424023307	0.000353161424023307	0.000353161424023307	ARS
ENSMUSG00000015968	0.0555614715157972	0.0555614715157972	0.0555614715157972	0.0555614715157972	0.0555614715157972	0.0555614715157972	0.0555614715157972	0.0555614715157972	ARS
ENSMUSG00000019370	0.2920414173628	0.2920414173628	0.2920414173628	0.2920414173628	0.2920414173628	0.2920414173628	0.2920414173628	0.2920414173628	ARS
ENSMUSG00000020431	0.464803416232253	0.464803416232253	0.464803416232253	0.464803416232253	0.464803416232253	0.464803416232253	0.464803416232253	0.464803416232253	ARS
ENSMUSG00000020524	0.967388940138179	0.967388940138179	0.967388940138179	0.967388940138179	0.967388940138179	0.967388940138179	0.967388940138179	0.967388940138179	ARS
ENSMUSG00000020654	6.17464790630962e-07	6.17464790630962e-07	6.17464790630962e-07	6.17464790630962e-07	6.17464790630962e-07	6.17464790630962e-07	6.17464790630962e-07	6.17464790630962e-07	ARS
ENSMUSG00000020734	0.46018919307408	0.46018919307408	0.46018919307408	0.46018919307408	0.46018919307408	0.46018919307408	0.46018919307408	0.46018919307408	ARS
ENSMUSG00000020866	0.554851964815231	0.554851964815231	0.554851964815231	0.554851964815231	0.554851964815231	0.554851964815231	0.554851964815231	0.554851964815231	ARS
ENSMUSG00000020893	0.00034021317982913	0.00034021317982913	0.00034021317982913	0.00034021317982913	0.00034021317982913	0.00034021317982913	0.00034021317982913	0.00034021317982913	ARS
ENSMUSG00000021180	0.00821490468736275	0.00821490468736275	0.00821490468736275	0.00821490468736275	0.00821490468736275	0.00821490468736275	0.00821490468736275	0.00821490468736275	ARS
ENSMUSG00000021250	0.0832092985795152	0.0832092985795152	0.0832092985795152	0.0832092985795152	0.0832092985795152	0.0832092985795152	0.0832092985795152	0.0832092985795152	ARS
ENSMUSG00000021313	0.361926941854418	0.361926941854418	0.361926941854418	0.361926941854418	0.361926941854418	0.361926941854418	0.361926941854418	0.361926941854418	ARS
ENSMUSG00000021536	0.000250543242643508	0.000250543242643508	0.000250543242643508	0.000250543242643508	0.000250543242643508	0.000250543242643508	0.000250543242643508	0.000250543242643508	ARS
ENSMUSG00000021820	0.00834165580182566	0.00834165580182566	0.00834165580182566	0.00834165580182566	0.00834165580182566	0.00834165580182566	0.00834165580182566	0.00834165580182566	ARS
