ID	pvalue_mean	pvalue_brown	pvalue_fisher	pvalue_kost	pvalue_logitp	pvalue_sumlog	pvalue_sump	pvalue_sumz	algorithm
FBgn0000092	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0000259	0.993203225505132	0.999689697622283	0.999999977421927	0.994803755201871	0.999996765196794	0.999999977421927	0.999999977236435	0.999999600592399	ARS
FBgn0000459	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0000479	0.993203225505132	0.9999814889797	0.999999999999998	0.9960930330639	0.999999999766456	0.999999999999998	1.00000000000062	0.999999999998525	ARS
FBgn0001233	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0001297	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0001624	0.993203225505132	0.999903867602008	1	0.995602243413718	0.999999999997897	1	1.00000000001976	0.999999999999997	ARS
FBgn0002413	0.993203225505132	0.999300380074259	0.99999859427433	0.993264252443438	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0002917	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0003301	0.993203225505132	0.999657397218613	0.999999977421927	0.993247055593415	0.999996765196794	0.999999977421927	0.999999977236435	0.999999600592399	ARS
FBgn0003371	0.993203225505132	0.999885021103188	1	0.993778834279013	0.999999999977906	1	1.0000000000106	0.999999999999934	ARS
FBgn0003380	0.993203225505132	0.999999649915775	0.999999999993704	0.999726883155009	0.999999973258642	0.999999999993704	0.999999999993754	0.99999999925258	ARS
FBgn0003429	0.993203225505132	0.999777906460328	0.999999999999998	0.993309282844757	0.999999999766456	0.999999999999998	1.00000000000062	0.999999999998525	ARS
FBgn0003460	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0003997	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0004168	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0004244	0.993203225505132	0.999956770762236	0.99999859427433	0.999675823905535	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0004611	0.993203225505132	0.998535584550005	0.999907817392763	0.99323948882168	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0004618	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0004864	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0005536	0.993203225505132	0.999526697070498	0.999999977421927	0.993630299978243	0.999996765196794	0.999999977421927	0.999999977236435	0.999999600592399	ARS
FBgn0005631	0.993203225505132	0.9985032303715	0.999907817392763	0.993229333581608	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0011205	0.993203225505132	0.99926746046835	0.99999859427433	0.993257573793452	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0011604	0.993203225505132	0.998445856277039	0.999907817392763	0.993204777518707	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0011640	0.993203225505132	0.999325634099668	0.99999859427433	0.993267848497984	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0011656	0.993203225505132	0.999800759873931	0.999999999626537	0.993553620269418	0.999999708661593	0.999999999626537	0.999999999622334	0.999999982878634	ARS
FBgn0012344	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0014020	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0014395	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0014396	0.993203225505132	0.999263124596275	0.99999859427433	0.99349725522438	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0015221	0.993203225505132	0.998445856277039	0.999907817392763	0.993203234843444	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0015269	0.993203225505132	0.998582852885902	0.999907817392763	0.993463194394436	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0015379	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0015544	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0016076	0.993203225505132	0.998445856277039	0.999907817392763	0.993203736299935	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0016694	0.993203225505132	0.999325634099668	0.99999859427433	0.993326954157495	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0020445	0.993203225505132	0.998884422131137	0.999907817392763	0.99469721847457	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0022382	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0023094	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0023178	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0023407	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0023416	0.993203225505132	0.999266122763132	0.999907817392763	0.998176674486516	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0024150	0.993203225505132	0.998474238931022	0.999907817392763	0.99388214756896	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0025777	0.993203225505132	0.999586700886931	0.999999977421927	0.99406793966274	0.999996765196794	0.999999977421927	0.999999977236435	0.999999600592399	ARS
FBgn0026083	0.993203225505132	0.999666171043336	0.999999977421927	0.994150296176264	0.999996765196794	0.999999977421927	0.999999977236435	0.999999600592399	ARS
FBgn0026086	0.993203225505132	0.999952392989017	0.999999999993704	0.998166219973012	0.999999973258642	0.999999999993704	0.999999999993754	0.99999999925258	ARS
FBgn0026401	0.993203225505132	0.998517831592185	0.999907817392763	0.993226608495062	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0027109	0.993203225505132	0.999730093327075	0.99999859427433	0.993626029235901	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0027932	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0028622	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0028734	0.993203225505132	0.999598906760905	0.999999977421927	0.994617696020733	0.999996765196794	0.999999977421927	0.999999977236435	0.999999600592399	ARS
FBgn0029823	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0030228	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0030555	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0031414	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0031634	0.993203225505132	0.99950099813092	0.999999977421927	0.993563316929843	0.999996765196794	0.999999977421927	0.999999977236435	0.999999600592399	ARS
FBgn0031759	0.993203225505132	0.999252175881637	0.99999859427433	0.993207938220502	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0032048	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0032840	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0033257	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0033558	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0034136	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0034911	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0035023	0.993203225505132	0.99860195930579	0.999907817392763	0.993909575748055	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0035802	0.993203225505132	0.999676848105593	0.999907817392763	0.999293253909059	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0035934	0.993203225505132	0.998582852885902	0.999907817392763	0.99334859714247	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0036340	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0036927	0.993203225505132	0.998445856277039	0.999907817392763	0.993205767671159	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0038118	0.998703590323518	0.998703590323518	0.998703590323518	0.998703590323518	0.998703590323518	0.998703590323518	0.998703590323518	0.998703590323518	ARS
FBgn0038197	0.993203225505132	0.999252175881637	0.99999859427433	0.993205392079185	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0038693	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0038857	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0038870	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0039225	0.993203225505132	0.998445856277039	0.999907817392763	0.993366132915344	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0039298	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0039536	0.993203225505132	0.999252175881637	0.99999859427433	0.993226674275923	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0040071	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0040382	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0041188	0.993203225505132	0.998751117525268	0.999907817392763	0.99340377986105	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0041723	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0051992	0.993203225505132	0.999639262077498	0.999999999626537	0.993259002689428	0.999999708661593	0.999999999626537	0.999999999622334	0.999999982878634	ARS
FBgn0053527	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0053988	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0259168	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0259938	0.993203225505132	0.999274988894905	0.99999859427433	0.993232496515894	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0260753	0.993203225505132	0.99873784344078	0.999907817392763	0.993291257001735	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0260794	0.993203225505132	0.999735160514809	0.999999999993704	0.993364980949231	0.999999973258642	0.999999999993704	0.999999999993754	0.99999999925258	ARS
FBgn0261268	0.993203225505132	0.999280585974907	0.99999859427433	0.99401703426857	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0261617	0.993203225505132	0.99873784344078	0.999907817392763	0.993731666917451	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0261710	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0261808	0.993203225505132	0.999252175881637	0.99999859427433	0.993206240086554	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0261953	0.993203225505132	0.9991610795781	0.999907817392763	0.994579025262693	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0262103	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0262593	0.993203225505132	0.999283038024484	0.99999859427433	0.99584912806505	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0262866	0.993203225505132	0.998822969508662	0.999907817392763	0.993662928159619	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0263116	0.993203225505132	0.998644061794859	0.999907817392763	0.993428674998969	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0263220	0.993203225505132	0.99958347898655	0.99999859427433	0.99668378038234	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0263397	0.993203225505132	0.999925261250186	0.999999977421927	0.998262369199575	0.999996765196794	0.999999977421927	0.999999977236435	0.999999600592399	ARS
FBgn0263490	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0264006	0.993203225505132	0.999252175881637	0.99999859427433	0.99322370814251	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0264492	0.993203225505132	0.998445856277039	0.999907817392763	0.993213991230988	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0265042	0.993203225505132	0.999260402067397	0.99999859427433	0.993376003199634	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0265598	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0265784	0.993203225505132	0.999252175881637	0.99999859427433	0.993255072500674	0.999962992999978	0.99999859427433	0.999998587068533	0.999990417540194	ARS
FBgn0266137	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	0.993203225505132	ARS
FBgn0266418	0.993203225505132	0.998445856277039	0.999907817392763	0.993221925449802	0.999552802171833	0.999907817392763	0.999907607712932	0.999758522538066	ARS
FBgn0000092	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	GeneCycle
FBgn0000259	0.919547330382692	0.978908499122736	0.999594569075642	0.928522221844464	0.995228082157805	0.999594569075642	0.999553120366549	0.997538508636982	GeneCycle
FBgn0000459	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	0.937972887372322	GeneCycle
FBgn0000479	0.934901961207384	0.99608817247822	0.99999989069703	0.95032651886486	0.999947580655964	0.99999989069703	0.999999865802164	0.999990979402157	GeneCycle
FBgn0001233	0.913405478052815	0.913405478052815	0.913405478052815	0.913405478052815	0.913405478052815	0.913405478052815	0.913405478052815	0.913405478052815	GeneCycle
