ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000030751	0.0566502278885296	0.0566502278885296	22.6818181818182	5.49805476091297	1.55329577016163
ENSMUSG00000029446	0.0111941355492491	0.0111941355492491	23.7619047619048	18.1535016798322	2.64143648803884
ENSMUSG00000030967	0.17851730630934	0.17851730630934	21.695652173913	12.1330694251755	159.656784643933
ENSMUSG00000032112	0.270358749699846	0.270358749699846	22.0552486187845	20.3931434980032	23.4306268819888
ENSMUSG00000079477	0.158430899556873	0.158430899556873	24.4907975460123	22.9952855107829	41.1208020549912
ENSMUSG00000020936	0.251992614884858	0.251992614884858	24.3414634146341	22.9065860391812	133.968365783595
ENSMUSG00000071415	0.429436048302304	0.429436048302304	27.9160839160839	14.4442035713372	7.53979440622316
ENSMUSG00000028646	0.791776842261829	0.791776842261829	24	17.7511944805469	29.4877086144331
ENSMUSG00000055204	0.0497406846724164	0.0497406846724164	22.0552486187845	11.7495161304379	73.025077726895
ENSMUSG00000022193	0.556627289586243	0.556627289586243	21.4623655913979	2.38112964343971	106.484766831056
ENSMUSG00000008855	0.452481177523181	0.452481177523181	24	12.4949741900002	11.8041400336595
ENSMUSG00000029234	0.262504484788647	0.262504484788647	24	16.2258782363088	3.35449505723562
ENSMUSG00000025261	0.384624206145953	0.384624206145953	26.972972972973	25.3243214346401	32.8433052871967
ENSMUSG00000003346	0.507548160710517	0.507548160710517	21.3475935828877	18.1364793379059	21.2757689935749
ENSMUSG00000070733	0.0732104871139969	0.0732104871139969	22.5536723163842	11.5804370206276	16.2414063964556
ENSMUSG00000020794	0.700718845026553	0.700718845026553	24	0.034900586686875	40.7812033863779
ENSMUSG00000021266	0.0183610257353515	0.0183610257353515	21.4623655913979	20.3569596961753	97.3034139163398
ENSMUSG00000025156	0.477060754843157	0.477060754843157	27.3424657534247	12.8969500100278	27.9818154611562
ENSMUSG00000030751	0.0221272939577279	0.0221272939577279	25.2658227848101	0.860985799027895	234.901704384923
ENSMUSG00000067851	0.198501622431864	0.198501622431864	24	22.1286741027395	3.42840196878253
ENSMUSG00000029446	0.960286199856666	0.960286199856666	24	2.2975574451871	0.239946800567206
ENSMUSG00000026553	0.0167975446792087	0.0167975446792087	24	20.4274525311087	137.931371894223
ENSMUSG00000022100	0.276040287821907	0.276040287821907	23.4823529411765	3.39623278785117	3.03659700915437
ENSMUSG00000028677	0.223682912155789	0.223682912155789	21.9340659340659	4.32486823188887	34.1659466603505
ENSMUSG00000037373	0.420533403618641	0.420533403618641	22.1777777777778	2.86431591440902	34.8913406549236
