ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000030751	0.0566502278885296	0.371962610581373	24.6993960961933	2.72985438927813	1.55430794979011
ENSMUSG00000029446	0.00706902022874245	0.0209446511581688	23.954822954823	18.1470241522406	2.76943673007997
ENSMUSG00000030967	0.17851730630934	0.646013282417294	22.4706079303582	11.0257996046696	170.589535018928
ENSMUSG00000032112	0.0863171145983646	0.76357102561532	20.6850828729282	1.88677695371156	28.4613438586586
ENSMUSG00000079477	0.0447368985823847	0.459727033205425	25.4969325153374	22.933038911932	48.5306065914746
ENSMUSG00000020936	0.0628691469924109	0.730516476457468	25.4471544715447	23.99790958689	137.467096859896
ENSMUSG00000071415	0.310810013995778	0.944131570375879	25.3053613053613	10.9360203794094	1.33078090595704
ENSMUSG00000028646	0.249579521237507	0.998130180426138	24	15.8680150100241	25.9812157277116
ENSMUSG00000055204	0.0310502428384373	0.154186900050196	22.7367102578889	11.3716033176071	80.7956021144359
ENSMUSG00000022193	0.0628691469924109	0.962556410792736	20.4874551971326	5.54026735177843	131.242642867447
ENSMUSG00000008855	0.152590458988028	0.94777212303089	21.3333333333333	9.13044947084483	9.45244466577173
ENSMUSG00000029234	0.0173755599146224	0.43948222314101	26.6666666666667	12.7766009067036	4.25923341471694
ENSMUSG00000025261	0.152590458988028	0.915299945697925	27.6576576576577	25.8749870322797	34.9590378175565
ENSMUSG00000003346	0.196949943382235	0.967955353706234	20.8806973215882	18.7178790831978	20.9660510068318
ENSMUSG00000070733	0.00875773275078831	0.075481739084674	23.4936483478856	10.6492763724504	18.5607243083351
ENSMUSG00000020794	0.0447368985823847	0.961022600917293	24	20.4124896453148	27.6624458541683
ENSMUSG00000021266	0.0183610257353515	0.0969576058925365	23.8230181848695	20.6374872051326	69.589813195843
ENSMUSG00000025156	0.0447368985823847	0.886612931193166	22.4474885844749	7.24491127907716	9.29985784513263
ENSMUSG00000030751	0.0053803077066966	0.0207128406799021	26.3565814511459	25.4345921402478	246.0711955635
ENSMUSG00000067851	0.0447368985823847	0.527794750480241	26.6666666666667	19.3195372550329	4.50599338925815
ENSMUSG00000029446	0.0745931307953877	0.999988932196901	21.3333333333333	3.62826753855436	0.457528690621505
ENSMUSG00000026553	0.0137707681978515	0.0494098275989359	24.6688963210702	21.0111775608615	154.636393401275
ENSMUSG00000022100	0.0628691469924109	0.797673663710518	22.4941176470588	5.33977698356207	3.08091183564603
ENSMUSG00000028677	0.0863171145983646	0.715100072083596	23.172765108249	1.01894879334222	35.8275211502652
ENSMUSG00000037373	0.196949943382235	0.93753851812307	23.3925925925926	1.30815109978284	35.0396465301839
ENSMUSG00000027828	0.0863171145983646	0.776178851866628	25.5896039195384	16.1703142649006	12.240659991605
ENSMUSG00000005442	0.0628691469924109	0.929854391010728	27.1422505307856	8.91391861733647	8.86318585289482
ENSMUSG00000040688	0.0137707681978515	0.058171418483747	20.5695064791839	2.36660686783071	47.6751114695618
ENSMUSG00000028759	0.0137707681978515	0.0702571490054148	22.4158108019912	0.735178227807487	52.3230237922074
ENSMUSG00000025261	0.380704803491262	0.963325023330847	23.0780141843972	10.9929432537216	76.2310315413842
ENSMUSG00000026553	0.0209803516313933	0.1510199203011	23.1630139681291	17.8101688087729	4.71924172401164
ENSMUSG00000018585	0.0053803077066966	0.0176895157732557	22.606965537828	1.38353310564742	102.451670519068
ENSMUSG00000026878	0.0310502428384373	0.174065401866806	25.3090909090909	23.4228436181846	11.3797041736493
ENSMUSG00000020936	0.00875773275078831	0.0570068371352489	24.034188034188	0.240813630387719	50.882573038987
ENSMUSG00000067851	0.249579521237507	0.983985864777859	24	17.7407249325662	25.6183829124967
ENSMUSG00000014355	0.0310502428384373	0.359241842820969	25.9267295597484	5.18845791496272	7.74330930686009
ENSMUSG00000025224	0.00318164699241088	0.0414553611762971	26.6666666666667	21.3576983984669	7.0206989118859
ENSMUSG00000022100	0.0223417751845013	0.120629236419935	26.1293924466338	16.2103002468525	129.183714295125
ENSMUSG00000025224	0.00138887845051039	0.00851332178197861	26.5404339250493	19.0040043048675	9.63019279119604
ENSMUSG00000025261	0.0209803516313933	0.173571035185561	21.7446808510638	5.20745728551119	97.3219869341686
ENSMUSG00000025224	0.000107423440756774	7.13207353382206e-05	26.7890635181276	21.0917056178229	218.755786811429
ENSMUSG00000008855	0.000498883511036289	0.000562375998027109	27.3228222819511	16.7156248516337	32.5113965929998
ENSMUSG00000022770	0.0053803077066966	0.045173162066713	22.6016438222822	2.97264617343709	3.12583039585546
ENSMUSG00000034820	0.152590458988028	0.998685359234957	26.6666666666667	20.1793876497818	23.4789199931668
ENSMUSG00000022770	0.00040498407947176	0.000187344860303917	24.8695849988626	3.51827413709863	407.11243941561
ENSMUSG00000028759	0.000240024250440917	0.000384726160507443	26.5083969208483	2.69601846600929	314.180847011393
ENSMUSG00000025224	0.00847771084149973	0.0341915435748654	23.4109952079817	22.5025096525766	12.1412143110973
ENSMUSG00000005442	0.0260152972349153	0.178719365918548	26.8840751783154	1.5025108235957	36.4771859527302
ENSMUSG00000071415	0.115950877825878	0.797048495634317	22.9668411867365	3.25513741731647	3.59872012728473
ENSMUSG00000008855	0.00875773275078831	0.115752202663687	25.9992869875223	20.0127670371609	109.651031280795
ENSMUSG00000030058	0.00097448108732831	0.000559996048503875	23.8388057990946	19.3718463760092	327.216523217721
ENSMUSG00000026878	0.638361253908129	0.998585861531215	26.1327146321225	18.4553820870543	4.71865094864935
ENSMUSG00000008855	0.115950877825878	0.960277962380358	23.1927927927928	4.85089392876298	5.41664170560622
ENSMUSG00000001158	0.0447368985823847	0.901502854703741	26.6666666666667	20.9242533160299	32.8229284847242
ENSMUSG00000015341	0.419864380411255	0.999923824016216	26.6666666666667	7.6350787466185	0.737425122185832
ENSMUSG00000001289	0.0863171145983646	0.558384616224888	23.5606060606061	21.6844380587294	63.415719281219
ENSMUSG00000026965	0.0209803516313933	0.108902947916925	23.2681852362035	4.18523036749916	3.95813238873555
ENSMUSG00000008855	0.115950877825878	0.821989973715014	26.6666666666667	22.2720942800601	28.2255143249449
ENSMUSG00000068328	0.0310502428384373	0.480538004445252	26.5875812826724	12.3709167570589	203.858887003447
ENSMUSG00000005442	0.0447368985823847	0.580552236651562	25.0292397660819	21.5231817864914	57.4282156924966
ENSMUSG00000040688	0.0053803077066966	0.0150102472173808	21.9803724768596	21.5250846110539	58.8667678515149
ENSMUSG00000008855	0.196949943382235	0.981840320133885	25.8018018018018	24.835104318329	10.4564722851707
ENSMUSG00000022898	0.0447368985823847	0.73848689715977	25.3333333333333	22.1160485668993	48.1236404145143
ENSMUSG00000025224	0.00097448108732831	0.00430178370046819	25.1252714701757	21.6964370585534	367.362487382316
ENSMUSG00000005442	0.037893570710411	0.971778175760906	24	14.6693156156276	2.44387439510078
ENSMUSG00000020459	0.196949943382235	0.952983324729259	23.5893886966551	6.66588640233842	22.7803089250774
ENSMUSG00000034820	0.0447368985823847	0.721437527266738	26.8302658486708	0.145776920798373	26.3228624423971
