ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000030751	0.0863171145983646	1	28	26	2.06828733497065
ENSMUSG00000029446	0.00706902022874245	0.127242364117364	24	18	1.73241161390704
ENSMUSG00000030967	0.196949943382235	1	24	6	132.529488463889
ENSMUSG00000032112	0.0863171145983646	1	20	4	9.47523086789972
ENSMUSG00000079477	0.0447368985823847	0.805264174482925	24	22	27.435743110038
ENSMUSG00000020936	0.0628691469924109	1	24	4	89.9086272278693
ENSMUSG00000071415	0.310810013995778	1	28	14	9.06864446871748
ENSMUSG00000028646	0.249579521237507	1	28	14	87.1155554421827
ENSMUSG00000055204	0.0310502428384373	0.558904371091871	24	10	67.069078195544
ENSMUSG00000022193	0.0628691469924109	1	20	6	148.421713371057
ENSMUSG00000008855	0.152590458988028	1	20	2	14.0714249456123
ENSMUSG00000029234	0.0173755599146224	0.312760078463203	28	10	1.87383297014435
ENSMUSG00000025261	0.152590458988028	1	28	26	50.2045814642449
ENSMUSG00000003346	0.196949943382235	1	20	0	27.5064537881567
ENSMUSG00000070733	0.00875773275078831	0.15763918951419	24	10	21.0717820793591
ENSMUSG00000020794	0.0447368985823847	0.805264174482925	20	16	20.1525432638166
ENSMUSG00000021266	0.0310502428384373	0.558904371091871	28	14	48.8610785799905
ENSMUSG00000025156	0.0447368985823847	0.805264174482925	20	6	30.7591449816148
ENSMUSG00000030751	0.0053803077066966	0.0968455387205387	28	26	265.624662352726
ENSMUSG00000067851	0.0447368985823847	0.805264174482925	28	18	2.75771644662753
ENSMUSG00000029446	0.0745931307953877	1	20	10	1.62634559672906
ENSMUSG00000026553	0.0137707681978515	0.247873827561328	28	16	69.7207286249937
ENSMUSG00000022100	0.0628691469924109	1	24	4	4.06586399182265
ENSMUSG00000028677	0.0863171145983646	1	24	0	42.8860262789641
ENSMUSG00000037373	0.196949943382235	1	28	26	46.4215601848969
ENSMUSG00000027828	0.0863171145983646	1	28	14	7.51300955010707
ENSMUSG00000005442	0.0628691469924109	1	28	8	14.0714249456123
ENSMUSG00000040688	0.0137707681978515	0.247873827561328	20	4	34.6482322781408
ENSMUSG00000028759	0.0137707681978515	0.247873827561328	24	22	22.0617315730203
ENSMUSG00000025261	0.380704803491262	1	28	6	166.223126587428
ENSMUSG00000026553	0.0209803516313933	0.377646329365079	24	16	4.24264068711929
ENSMUSG00000018585	0.0053803077066966	0.0968455387205387	24	0	87.5928525194836
ENSMUSG00000026878	0.0310502428384373	0.558904371091871	28	24	2.01525432638166
ENSMUSG00000020936	0.00875773275078831	0.15763918951419	24	2	40.0575991542179
ENSMUSG00000067851	0.249579521237507	1	28	20	105.853885143626
ENSMUSG00000014355	0.0310502428384373	0.558904371091871	28	4	2.93449314192417
ENSMUSG00000025224	0.00318164699241088	0.0572696458633959	28	22	6.39931636973825
ENSMUSG00000022100	0.0310502428384373	0.558904371091871	24	18	48.6666242151642
ENSMUSG00000025224	0.00138887845051039	0.0249998121091871	28	18	2.93449314192417
ENSMUSG00000025261	0.0209803516313933	0.377646329365079	24	2	79.4080915272493
ENSMUSG00000025224	0.000107423440756774	0.00193362193362193	28	20	213.510892579278
ENSMUSG00000008855	0.000498883511036289	0.0089799031986532	28	16	22.0970869120796
ENSMUSG00000022770	0.0053803077066966	0.0968455387205387	24	2	1.97989898732233
ENSMUSG00000034820	0.152590458988028	1	28	16	42.5324728883709
ENSMUSG00000022770	0.00180327581369248	0.0324589646464646	24	6	349.929468339692
ENSMUSG00000028759	0.000240024250440917	0.00432043650793651	28	2	149.393985195188
ENSMUSG00000025224	0.0137707681978515	0.247873827561328	24	22	7.10642315092481
ENSMUSG00000005442	0.0260152972349153	0.468275350228475	28	0	36.4159992311072
ENSMUSG00000071415	0.115950877825878	1	28	24	6.32860569161959
ENSMUSG00000008855	0.00875773275078831	0.15763918951419	28	18	161.90977522219
ENSMUSG00000030058	0.00097448108732831	0.0175406595719096	24	20	300.538059673813
ENSMUSG00000026878	0.638361253908129	1	28	18	11.4904851942814
ENSMUSG00000008855	0.115950877825878	1	28	2	40.3581195362222
ENSMUSG00000001158	0.0447368985823847	0.805264174482925	28	20	35.0548186773231
ENSMUSG00000015341	0.419864380411255	1	28	4	2.01525432638166
ENSMUSG00000001289	0.0863171145983646	1	28	22	91.5172951550689
ENSMUSG00000026965	0.0209803516313933	0.377646329365079	24	4	4.24264068711929
ENSMUSG00000008855	0.115950877825878	1	28	22	48.5428805284565
ENSMUSG00000068328	0.0310502428384373	0.558904371091871	28	12	51.7602163828548
ENSMUSG00000005442	0.0447368985823847	0.805264174482925	28	18	78.4534973726475
ENSMUSG00000040688	0.0053803077066966	0.0968455387205387	24	20	56.6038978339831
ENSMUSG00000008855	0.196949943382235	1	28	24	32.7213662994075
ENSMUSG00000022898	0.0447368985823847	0.805264174482925	24	22	41.0652263174088
ENSMUSG00000025224	0.00097448108732831	0.0175406595719096	28	20	116.425131522365
ENSMUSG00000005442	0.037893570710411	0.682084272787398	20	14	3.81837661840736
ENSMUSG00000020459	0.196949943382235	1	24	6	28.5494362904069
ENSMUSG00000034820	0.0447368985823847	0.805264174482925	28	26	28.4610479427585
ENSMUSG00000029405	0.00180327581369248	0.0324589646464646	24	22	32.8981429947041
ENSMUSG00000037373	0.152590458988028	1	28	18	9.934850275671
ENSMUSG00000038160	0.310810013995778	1	28	6	9.63432989366671
ENSMUSG00000093575	0.196949943382235	1	28	18	13.5410948597224
ENSMUSG00000005442	0.0209803516313933	0.377646329365079	24	22	13.6471608769004
ENSMUSG00000021266	0.0447368985823847	0.805264174482925	24	22	80.6455283943258
ENSMUSG00000008855	0.0447368985823847	0.805264174482925	24	10	51.3359523141433
ENSMUSG00000026810	0.0447368985823847	0.805264174482925	24	0	58.7959288556614
ENSMUSG00000021282	0.0447368985823847	0.805264174482925	28	20	103.078491027469
ENSMUSG00000027598	0.0137707681978515	0.247873827561328	20	18	180.948625305637
ENSMUSG00000015341	0.0310502428384373	0.558904371091871	24	18	7.1064231509248
ENSMUSG00000005982	0.00180327581369248	0.0324589646464646	24	16	314.30896423742
ENSMUSG00000026553	0.115950877825878	1	20	6	149.199530830362
ENSMUSG00000041645	0.196949943382235	1	20	6	9.54594154601839
ENSMUSG00000067851	0.101133996212121	1	28	20	2.93449314192418
ENSMUSG00000029405	0.00097448108732831	0.0175406595719096	28	18	13.7885822331377
ENSMUSG00000024309	0.152590458988028	1	28	24	78.2413653382915
ENSMUSG00000025224	0.00138887845051039	0.0249998121091871	28	18	1.96222131779267
ENSMUSG00000078552	0.000173723845598846	0.00312702922077922	28	10	6.89429111656884
ENSMUSG00000008855	0.00180327581369248	0.0324589646464646	28	18	107.550941418474
ENSMUSG00000024414	0.152590458988028	1	24	4	38.5019642356075
ENSMUSG00000001016	0.00180327581369248	0.0324589646464646	28	0	6.31092802208993
ENSMUSG00000007036	0.249579521237507	1	28	20	8.9095454429505
ENSMUSG00000029234	0.249579521237507	1	28	0	0.81317279836453
ENSMUSG00000030058	0.000107423440756774	0.00193362193362193	24	20	336.158563776085
ENSMUSG00000026965	0.152590458988028	1	28	4	17.1473394437738
ENSMUSG00000024740	0.0447368985823847	0.805264174482925	24	14	98.3231979239894
