ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000030751	0.0116586184110202	0.367167237505219	24	12	NA
ENSMUSG00000029446	0.000935461461563225	0.0439895952316851	24	4	NA
ENSMUSG00000030967	0.0108056013208113	0.448856808824277	24	20	NA
ENSMUSG00000032112	0.0415695236473019	0.944260465229089	20	12	NA
ENSMUSG00000079477	0.0108056013208113	0.301468149368129	24	4	NA
ENSMUSG00000020936	0.00698484706090572	0.358697071316335	28	28	NA
ENSMUSG00000071415	0.0339782291734189	0.984094284572478	28	28	NA
ENSMUSG00000028646	0.0483585663030278	0.969051916721822	24	16	NA
ENSMUSG00000055204	0.00077703340661549	0.0518681622847328	24	16	NA
ENSMUSG00000022193	0.0133297815739185	0.456645083008688	20	8	NA
ENSMUSG00000008855	0.0168779544591137	0.734914240221565	20	4	NA
ENSMUSG00000029234	0.00130574886998703	0.0900966720291053	28	28	NA
ENSMUSG00000025261	0.0191654286984099	0.685585184432132	28	12	NA
ENSMUSG00000003346	0.0362372650680417	0.914438461311431	20	4	NA
ENSMUSG00000070733	0.00192446500279571	0.115834885061787	24	24	NA
ENSMUSG00000020794	0.01175284492062	0.637702179860425	28	8	NA
ENSMUSG00000021266	0.00143352372834668	0.0611701316525187	24	24	NA
ENSMUSG00000025156	0.00736095583680872	0.57415455527108	20	16	NA
ENSMUSG00000030751	0.000437346905613135	0.0306142833929194	28	12	NA
ENSMUSG00000067851	0.00681381676834041	0.273675087683627	24	8	NA
ENSMUSG00000029446	0.0362372650680417	0.983122045540886	20	20	NA
ENSMUSG00000026553	0.000935461461563225	0.0359816976678131	24	4	NA
ENSMUSG00000022100	0.00425064230164876	0.227965668272427	24	16	NA
ENSMUSG00000028677	0.00143352372834668	0.111814850811041	24	4	NA
ENSMUSG00000037373	0.0483585663030278	0.967397274965555	24	16	NA
ENSMUSG00000027828	0.0163963196072215	0.948306552471114	24	24	NA
ENSMUSG00000005442	0.00607996391918701	0.446678091040144	28	24	NA
ENSMUSG00000040688	0.00213817816109556	0.0855917717450931	20	8	NA
ENSMUSG00000028759	0.00174402398931885	0.116849607284363	24	8	NA
ENSMUSG00000025261	0.0632923261890498	0.956131224498864	28	24	NA
ENSMUSG00000026553	0.00501680254203249	0.389475692729121	20	8	NA
ENSMUSG00000018585	0.000327103933774818	0.0228972753642372	24	8	NA
ENSMUSG00000026878	0.00225113639424688	0.144072729231801	28	8	NA
ENSMUSG00000020936	0.000935461461563225	0.0372058451054687	24	8	NA
ENSMUSG00000067851	0.0652715317878484	0.890452311329559	28	12	NA
ENSMUSG00000014355	0.00681381676834041	0.220365842261624	24	16	NA
ENSMUSG00000025224	0.000109309712215835	0.00618944746607025	28	4	NA
ENSMUSG00000022100	0.00174402398931885	0.132545823188232	24	4	NA
ENSMUSG00000025224	0.00042758634328773	0.0245121123913843	28	28	NA
ENSMUSG00000025261	0.00501680254203249	0.134337444021759	20	16	NA
ENSMUSG00000025224	4.29276777853586e-05	0.00261858834490687	28	4	NA
ENSMUSG00000008855	1.3639117808221e-05	0.000859264421917926	28	28	NA
ENSMUSG00000022770	0.000327103933774818	0.0128833934834545	24	12	NA
ENSMUSG00000034820	0.0165910547763313	0.984782281893625	28	8	NA
