ID	pvalue	algorithm
ENSPANG00000000437	0.908597575045292	ARS
ENSPANG00000000546	0.908597575045292	ARS
ENSPANG00000000832	0.976879728148732	ARS
ENSPANG00000000866	0.59044195677833	ARS
ENSPANG00000004699	0.976879728148732	ARS
ENSPANG00000005164	0.908597575045292	ARS
ENSPANG00000006538	0.557023675954474	ARS
ENSPANG00000006688	0.907256780221133	ARS
ENSPANG00000006849	0.762963737443288	ARS
ENSPANG00000006882	0.59044195677833	ARS
ENSPANG00000008425	0.635557723181701	ARS
ENSPANG00000008563	0.71425031564169	ARS
ENSPANG00000008968	0.59044195677833	ARS
ENSPANG00000009083	0.907256780221133	ARS
ENSPANG00000010205	0.908597575045292	ARS
ENSPANG00000012477	0.705022268373872	ARS
ENSPANG00000013724	0.762963737443288	ARS
ENSPANG00000014909	0.705022268373872	ARS
ENSPANG00000016434	0.773616203172072	ARS
ENSPANG00000016597	0.59044195677833	ARS
ENSPANG00000017172	0.907256780221133	ARS
ENSPANG00000018115	0.59044195677833	ARS
ENSPANG00000018853	0.773616203172072	ARS
ENSPANG00000020758	0.59044195677833	ARS
ENSPANG00000021065	0.59044195677833	ARS
ENSPANG00000021704	0.063470577469901	ARS
ENSPANG00000024927	0.59044195677833	ARS
ENSPANG00000026255	0.891146779721526	ARS
ENSPANG00000000437	0.677739911077175	GeneCycle
ENSPANG00000000546	0.696304011142982	GeneCycle
ENSPANG00000000832	0.625445296606661	GeneCycle
ENSPANG00000000866	0.425727403767347	GeneCycle
ENSPANG00000004699	0.425727403767347	GeneCycle
ENSPANG00000005164	0.696304011142982	GeneCycle
ENSPANG00000006538	0.284914778583175	GeneCycle
ENSPANG00000006688	0.696304011142982	GeneCycle
ENSPANG00000006849	0.696304011142982	GeneCycle
ENSPANG00000006882	0.625445296606661	GeneCycle
ENSPANG00000008425	0.425727403767347	GeneCycle
ENSPANG00000008563	0.683421535520489	GeneCycle
ENSPANG00000008968	0.425727403767347	GeneCycle
ENSPANG00000009083	0.744172461136739	GeneCycle
ENSPANG00000010205	0.879417166518698	GeneCycle
ENSPANG00000012477	0.696304011142982	GeneCycle
ENSPANG00000013724	0.425727403767347	GeneCycle
ENSPANG00000014909	0.625445296606661	GeneCycle
ENSPANG00000016434	0.696304011142982	GeneCycle
ENSPANG00000016597	0.284914778583175	GeneCycle
ENSPANG00000017172	0.851244340637666	GeneCycle
ENSPANG00000018115	0.454089888829463	GeneCycle
ENSPANG00000018853	0.425727403767347	GeneCycle
ENSPANG00000020758	0.425727403767347	GeneCycle
ENSPANG00000021065	0.425727403767347	GeneCycle
ENSPANG00000021704	0.13151639767735	GeneCycle
ENSPANG00000024927	0.454089888829463	GeneCycle
ENSPANG00000026255	0.625445296606661	GeneCycle
ENSPANG00000000437	0.22243480150835	JTK
ENSPANG00000000546	0.459023957331249	JTK
ENSPANG00000000832	0.170874977848662	JTK
ENSPANG00000000866	0.0724505666230204	JTK
ENSPANG00000004699	0.0724505666230204	JTK
ENSPANG00000005164	0.229774933945941	JTK
ENSPANG00000006538	0.0445430578937523	JTK
ENSPANG00000006688	0.279529063786008	JTK
ENSPANG00000006849	0.203453945317371	JTK
ENSPANG00000006882	0.0724505666230204	JTK
ENSPANG00000008425	0.0490433034044145	JTK
ENSPANG00000008563	0.170874977848662	JTK
ENSPANG00000008968	0.0724505666230204	JTK
ENSPANG00000009083	0.322321495995622	JTK
ENSPANG00000010205	0.322321495995622	JTK
ENSPANG00000012477	0.1173557410525	JTK
ENSPANG00000013724	0.0724505666230204	JTK
ENSPANG00000014909	0.0963563969466747	JTK
ENSPANG00000016434	0.203453945317371	JTK
ENSPANG00000016597	0.0490433034044145	JTK
ENSPANG00000017172	0.229774933945941	JTK
ENSPANG00000018115	0.1173557410525	JTK
ENSPANG00000018853	0.0724505666230204	JTK
ENSPANG00000020758	0.0490433034044145	JTK
ENSPANG00000021065	0.0724505666230204	JTK
ENSPANG00000021704	0.0445430578937523	JTK
ENSPANG00000024927	0.142169365220836	JTK
ENSPANG00000026255	0.142169365220836	JTK
ENSPANG00000000437	0.999914617736521	LS
ENSPANG00000000546	0.999914617736521	LS
ENSPANG00000000832	0.999914617736521	LS
ENSPANG00000000866	0.999914617736521	LS
ENSPANG00000004699	0.999914617736521	LS
ENSPANG00000005164	0.999914617736521	LS
ENSPANG00000006538	0.999914617736521	LS
ENSPANG00000006688	0.999914617736521	LS
ENSPANG00000006849	0.999914617736521	LS
ENSPANG00000006882	0.999914617736521	LS
ENSPANG00000008425	0.999914617736521	LS
ENSPANG00000008563	0.999914617736521	LS
ENSPANG00000008968	0.999914617736521	LS
ENSPANG00000009083	0.999914617736521	LS
ENSPANG00000010205	0.999914617736521	LS
ENSPANG00000012477	0.999914617736521	LS
ENSPANG00000013724	0.999914617736521	LS
ENSPANG00000014909	0.999914617736521	LS
ENSPANG00000016434	0.999914617736521	LS
ENSPANG00000016597	0.999914617736521	LS
ENSPANG00000017172	0.999914617736521	LS
ENSPANG00000018115	0.999914617736521	LS
ENSPANG00000018853	0.999914617736521	LS
ENSPANG00000020758	0.999914617736521	LS
ENSPANG00000021065	0.999914617736521	LS
ENSPANG00000021704	0.999914617736521	LS
ENSPANG00000024927	0.999914617736521	LS
ENSPANG00000026255	0.999914617736521	LS
ENSPANG00000000437	0.15291520159751	RAIN
ENSPANG00000000546	0.0294904705462934	RAIN
ENSPANG00000000832	0.0275566472627241	RAIN
ENSPANG00000000866	0.0126798921292744	RAIN
ENSPANG00000004699	0.0122010517922366	RAIN
ENSPANG00000005164	0.0268893653854036	RAIN
ENSPANG00000006538	0.00097577738571637	RAIN
ENSPANG00000006688	0.021763989690283	RAIN
ENSPANG00000006849	0.0275566472627241	RAIN
ENSPANG00000006882	0.00904050248483483	RAIN
ENSPANG00000008425	0.00287393257178881	RAIN
ENSPANG00000008563	0.0126798921292744	RAIN
ENSPANG00000008968	0.00850287359159548	RAIN
ENSPANG00000009083	0.0197340111514474	RAIN
ENSPANG00000010205	0.0701841741779311	RAIN
ENSPANG00000012477	0.0140006979705327	RAIN
ENSPANG00000013724	0.0197340111514474	RAIN
ENSPANG00000014909	0.0197340111514474	RAIN
ENSPANG00000016434	0.0374224985473375	RAIN
ENSPANG00000016597	0.00097577738571637	RAIN
ENSPANG00000017172	0.0391190307184254	RAIN
ENSPANG00000018115	0.00762366383326828	RAIN
ENSPANG00000018853	0.0140006979705327	RAIN
ENSPANG00000020758	0.00287393257178881	RAIN
ENSPANG00000021065	0.0118348757510327	RAIN
ENSPANG00000021704	0.00203751850338127	RAIN
ENSPANG00000024927	0.0140006979705327	RAIN
ENSPANG00000026255	0.0275566472627241	RAIN
ENSPANG00000000437	0.034710604098975	empJTK
ENSPANG00000000546	0.034710604098975	empJTK
ENSPANG00000000832	0.0365692975682667	empJTK
ENSPANG00000000866	0.02712766495892	empJTK
ENSPANG00000004699	0.0213900252469867	empJTK
ENSPANG00000005164	0.0365692975682667	empJTK
ENSPANG00000006538	0.011260419762676	empJTK
ENSPANG00000006688	0.0474758004534545	empJTK
ENSPANG00000006849	0.112564647480444	empJTK
ENSPANG00000006882	0.0365692975682667	empJTK
ENSPANG00000008425	0.034710604098975	empJTK
ENSPANG00000008563	0.0365692975682667	empJTK
ENSPANG00000008968	0.02131460963695	empJTK
ENSPANG00000009083	0.0213900252469867	empJTK
ENSPANG00000010205	0.073585149236592	empJTK
ENSPANG00000012477	0.034710604098975	empJTK
ENSPANG00000013724	0.073585149236592	empJTK
ENSPANG00000014909	0.0916646938462769	empJTK
ENSPANG00000016434	0.034710604098975	empJTK
ENSPANG00000016597	0.011260419762676	empJTK
ENSPANG00000017172	0.034710604098975	empJTK
ENSPANG00000018115	0.0306891987308356	empJTK
ENSPANG00000018853	0.02131460963695	empJTK
ENSPANG00000020758	0.0306891987308356	empJTK
ENSPANG00000021065	0.136285565796	empJTK
ENSPANG00000021704	0.0607582171444348	empJTK
ENSPANG00000024927	0.0365692975682667	empJTK
ENSPANG00000026255	0.034710604098975	empJTK
ENSPANG00000000437	0.22243480150835	meta2d
ENSPANG00000000546	0.459023957331249	meta2d
ENSPANG00000000832	0.170874977848662	meta2d
ENSPANG00000000866	0.0724505666230204	meta2d
ENSPANG00000004699	0.0724505666230204	meta2d
ENSPANG00000005164	0.229774933945941	meta2d
ENSPANG00000006538	0.0317352887349505	meta2d
ENSPANG00000006688	0.279529063786008	meta2d
ENSPANG00000006849	0.203453945317371	meta2d
ENSPANG00000006882	0.0724505666230204	meta2d
ENSPANG00000008425	0.0490433034044145	meta2d
ENSPANG00000008563	0.170874977848662	meta2d
ENSPANG00000008968	0.0724505666230204	meta2d
ENSPANG00000009083	0.322321495995622	meta2d
ENSPANG00000010205	0.322321495995622	meta2d
ENSPANG00000012477	0.1173557410525	meta2d
ENSPANG00000013724	0.0724505666230204	meta2d
ENSPANG00000014909	0.0963563969466747	meta2d
ENSPANG00000016434	0.203453945317371	meta2d
ENSPANG00000016597	0.0490433034044145	meta2d
ENSPANG00000017172	0.229774933945941	meta2d
ENSPANG00000018115	0.1173557410525	meta2d
ENSPANG00000018853	0.0724505666230204	meta2d
ENSPANG00000020758	0.0490433034044145	meta2d
ENSPANG00000021065	0.0724505666230204	meta2d
ENSPANG00000021704	0.0317352887349505	meta2d
ENSPANG00000024927	0.142169365220836	meta2d
ENSPANG00000026255	0.142169365220836	meta2d
