ID	pvalue_mean	pvalue_brown	pvalue_fisher	pvalue_kost	pvalue_logitp	pvalue_sumlog	pvalue_sump	pvalue_sumz	algorithm
ENSPANG00000000437	0.825718462387345	0.825718462387345	0.825718462387345	0.825718462387345	0.825718462387345	0.825718462387345	0.825718462387345	0.825718462387345	ARS
ENSPANG00000000546	0.186612580836584	0.140821171030147	0.119083505947133	0.154291046286249	0.0968988941498866	0.119083505947133	0.0696485106529816	0.0879882660478379	ARS
ENSPANG00000000832	0.896719170343099	0.958442320237344	0.979420390374022	0.962676451247882	0.954912818639011	0.979420390374022	0.978666140450765	0.962971417424631	ARS
ENSPANG00000000866	0.785147014962556	0.847720394145208	0.901049463204423	0.821257873111831	0.914268738064464	0.901049463204423	0.907676389641	0.91559298853928	ARS
ENSPANG00000004699	0.642668166842585	0.732830201237175	0.732830201237175	0.727576111977113	0.734087558445623	0.732830201237175	0.744627922024722	0.736766239545328	ARS
ENSPANG00000005164	0.92714075184327	0.989505223880449	0.989505223880449	0.989505223880449	0.978375623140874	0.989505223880449	0.989383059916072	0.982636462333986	ARS
ENSPANG00000006538	0.0676545239104919	0.00231345375214808	0.000395722028685531	0.00418948912165907	0.000398391526362206	0.000395722028685531	0.00915426921111063	0.000611610393572399	ARS
ENSPANG00000006688	0.887494580773373	0.974742162793542	0.974742162793542	0.974742162793542	0.960069467375342	0.974742162793542	0.974685061289281	0.965692287882097	ARS
ENSPANG00000006849	0.683708015984988	0.785745896733257	0.785745896733257	0.746571882673972	0.798884004853955	0.785745896733257	0.799918761695694	0.80053646063664	ARS
ENSPANG00000006882	0.843806288827839	0.922404511381898	0.953742157692017	0.863712885196318	0.91211951298493	0.953742157692017	0.951207049180535	0.924038825746554	ARS
ENSPANG00000008425	0.279245466867126	0.234828189264402	0.220818736420898	0.234892329530348	0.18861790473181	0.220818736420898	0.155956061531678	0.179738193793345	ARS
ENSPANG00000008563	0.723538251763084	0.836400458356218	0.841766526887124	0.841766526887124	0.832473647171739	0.841766526887124	0.847137803523575	0.837690115341723	ARS
ENSPANG00000008968	0.905582407213867	0.979226825696791	0.982364727450997	0.982364727450997	0.967622156113236	0.982364727450997	0.982170636344944	0.973076310917016	ARS
ENSPANG00000009083	0.687487110137433	0.763337390083143	0.812133876202435	0.705410365775614	0.763725591847735	0.812133876202435	0.804671387339494	0.773479350107666	ARS
ENSPANG00000010205	0.738966020917233	0.831354204468492	0.847847476640047	0.779711637048381	0.889626702985453	0.847847476640047	0.863722523528435	0.886660990771073	ARS
ENSPANG00000012477	0.886187107456931	0.952828047251519	0.974213283172511	0.920509796550382	0.958445201146427	0.974213283172511	0.974093250981959	0.96435089574962	ARS
ENSPANG00000013724	0.758871250554406	0.830401373017561	0.882882680107999	0.81082647891146	0.858819219591941	0.882882680107999	0.883713852381607	0.866724170994363	ARS
ENSPANG00000014909	0.897269957990873	0.953005633161178	0.979635149870622	0.919597888802944	0.955312181583989	0.979635149870622	0.978893076937606	0.963322227456313	ARS
ENSPANG00000016434	0.923545722399023	0.979937020367673	0.988507767185352	0.968954199261716	0.975174757674631	0.988507767185352	0.988309486873025	0.980089360640778	ARS
ENSPANG00000016597	0.861769604012996	0.925404321764314	0.963222181569525	0.905806673010517	0.930649739786898	0.963222181569525	0.961784715250552	0.940656682233814	ARS
ENSPANG00000017172	0.887494580773373	0.969597609771822	0.974742162793542	0.965404470259179	0.960069467375342	0.974742162793542	0.974685061289281	0.965692287882097	ARS
ENSPANG00000018115	0.879306642805716	0.969043847176239	0.971997440540612	0.955916920794029	0.942550122242494	0.971997440540612	0.970866227058346	0.951851437504649	ARS
ENSPANG00000018853	0.519676108035865	0.297120987091498	0.295793808034677	0.296437135435347	0.600532006488171	0.295793808034677	0.538577917616851	0.583327590689773	ARS
ENSPANG00000020758	0.52661254808344	0.488334976070059	0.501966894516962	0.466208572450703	0.55478114977015	0.501966894516962	0.551808640735894	0.553520170987473	ARS
ENSPANG00000021065	0.913688234041753	0.979237564782003	0.98548677377625	0.971043393755028	0.967567872158202	0.98548677377625	0.985100558114338	0.973819026880213	ARS
ENSPANG00000021704	0.227506633779536	0.20502631733324	0.20502631733324	0.224159174045119	0.16035087106292	0.20502631733324	0.103518536827392	0.145361846369279	ARS
ENSPANG00000024927	0.897820745638646	0.979848958975508	0.979848958975508	0.979848958975508	0.955708382409467	0.979848958975508	0.979118799956315	0.963670314227589	ARS
ENSPANG00000026255	0.238882092111265	0.0546042901085281	0.0440643096193434	0.0612331529766137	0.047194945647845	0.0440643096193434	0.11412930786291	0.056916512601584	ARS
ENSPANG00000000437	0.802883877225282	0.802883877225282	0.802883877225282	0.802883877225282	0.802883877225282	0.802883877225282	0.802883877225282	0.802883877225282	GeneCycle
ENSPANG00000000546	0.0936253557727689	0.0711144261098373	0.0502880566630824	0.0865917148906479	0.038290929869557	0.0502880566630824	0.0175314144871551	0.0310905223217918	GeneCycle
ENSPANG00000000832	0.190323682758875	0.168786512484502	0.15330930170165	0.166400873142951	0.119526868484124	0.15330930170165	0.0724462084378014	0.106057141521972	GeneCycle
ENSPANG00000000866	0.33396170519173	0.223427865608619	0.210938505450208	0.227306481257142	0.210274951436936	0.210938505450208	0.223060841069137	0.21184359026654	GeneCycle
ENSPANG00000004699	0.231395436057512	0.207311669707736	0.207311669707736	0.208724789320176	0.162909000937274	0.207311669707736	0.107087695656492	0.148218139397652	GeneCycle
