ID	pvalue	algorithm
ENSMUSG00000000001	0.544276120135172	ARS
ENSMUSG00000001175	0.514873344943152	ARS
ENSMUSG00000001986	0.173728824819146	ARS
ENSMUSG00000002771	0.438758331993044	ARS
ENSMUSG00000005034	0.802962496692103	ARS
ENSMUSG00000005469	0.995955415356264	ARS
ENSMUSG00000005580	0.544276120135172	ARS
ENSMUSG00000015968	0.166925476548863	ARS
ENSMUSG00000019370	0.544276120135172	ARS
ENSMUSG00000020431	0.0533738774168949	ARS
ENSMUSG00000020524	0.0533738774168949	ARS
ENSMUSG00000020654	0.754658754816267	ARS
ENSMUSG00000020734	0.629163436405958	ARS
ENSMUSG00000020866	0.140994121438927	ARS
ENSMUSG00000020893	0.0609194583812886	ARS
ENSMUSG00000021180	0.701702811868961	ARS
ENSMUSG00000021250	0.544276120135172	ARS
ENSMUSG00000021313	0.701702811868961	ARS
ENSMUSG00000021536	0.25304451878341	ARS
ENSMUSG00000021820	0.286529687126921	ARS
ENSMUSG00000021933	0.312439550003562	ARS
ENSMUSG00000022220	0.585642752366325	ARS
ENSMUSG00000022376	0.100717127427116	ARS
ENSMUSG00000022416	0.25304451878341	ARS
ENSMUSG00000022840	0.754658754816267	ARS
ENSMUSG00000022994	0.629163436405958	ARS
ENSMUSG00000023439	0.582083226016539	ARS
ENSMUSG00000024112	0.567360046415188	ARS
ENSMUSG00000024256	0.634120574118405	ARS
ENSMUSG00000024617	0.0533738774168949	ARS
ENSMUSG00000024639	0.338912135175664	ARS
ENSMUSG00000024960	0.695675440080366	ARS
ENSMUSG00000025739	0.629163436405958	ARS
ENSMUSG00000025892	0.567360046415188	ARS
ENSMUSG00000025958	0.544276120135172	ARS
ENSMUSG00000026567	0.544276120135172	ARS
ENSMUSG00000026824	0.0533738774168949	ARS
ENSMUSG00000026959	0.629163436405958	ARS
ENSMUSG00000027523	0.582083226016539	ARS
ENSMUSG00000027669	0.802962496692103	ARS
ENSMUSG00000028957	0.0534785680536649	ARS
ENSMUSG00000029064	0.710554621635089	ARS
ENSMUSG00000029334	0.100717127427116	ARS
ENSMUSG00000029361	0.769940878927636	ARS
ENSMUSG00000029713	0.494324630173729	ARS
ENSMUSG00000029778	0.806466998840021	ARS
ENSMUSG00000030102	0.544276120135172	ARS
ENSMUSG00000030209	0.346789918209192	ARS
ENSMUSG00000030592	0.230306689681773	ARS
ENSMUSG00000031659	0.544276120135172	ARS
ENSMUSG00000031748	0.0528478134213542	ARS
ENSMUSG00000032034	0.797271889918696	ARS
ENSMUSG00000032192	0.544276120135172	ARS
ENSMUSG00000032246	0.5090997893722	ARS
ENSMUSG00000032562	0.25304451878341	ARS
ENSMUSG00000032766	0.544276120135172	ARS
ENSMUSG00000033765	0.200543599306498	ARS
ENSMUSG00000033981	0.959623303356396	ARS
ENSMUSG00000036402	0.629163436405958	ARS
ENSMUSG00000036438	0.305427710567529	ARS
ENSMUSG00000038026	0.438758331993044	ARS
ENSMUSG00000038473	0.544276120135172	ARS
ENSMUSG00000038607	0.191217119503965	ARS
ENSMUSG00000038811	0.0963497014664719	ARS
ENSMUSG00000039943	0.202014296167092	ARS
ENSMUSG00000040061	0.754658754816267	ARS
ENSMUSG00000041624	0.137855690501912	ARS
ENSMUSG00000042644	0.226726580467469	ARS
ENSMUSG00000048240	0.0533738774168949	ARS
ENSMUSG00000049892	0.25304451878341	ARS
ENSMUSG00000050965	0.0963497014664719	ARS
ENSMUSG00000051177	0.276913406454328	ARS
ENSMUSG00000051331	0.544276120135172	ARS
ENSMUSG00000052889	0.200543599306498	ARS
ENSMUSG00000052920	0.629163436405958	ARS
ENSMUSG00000053819	0.544276120135172	ARS
ENSMUSG00000054764	0.566733965097417	ARS
ENSMUSG00000055866	0.100717127427116	ARS
ENSMUSG00000057378	0.0708223858535489	ARS
ENSMUSG00000057614	0.156998560970132	ARS
ENSMUSG00000057897	0.100717127427116	ARS
ENSMUSG00000059003	0.25304451878341	ARS
ENSMUSG00000063065	0.281225324271317	ARS
ENSMUSG00000063130	0.544276120135172	ARS
ENSMUSG00000063358	0.585642752366325	ARS
ENSMUSG00000063594	0.0533738774168949	ARS
ENSMUSG00000068523	0.582083226016539	ARS
ENSMUSG00000078816	0.0963497014664719	ARS
ENSMUSG00000000001	0.641959376156782	GeneCycle
ENSMUSG00000001175	0.752352822667099	GeneCycle
ENSMUSG00000001986	0.553358347836929	GeneCycle
ENSMUSG00000002771	0.622337002851517	GeneCycle
ENSMUSG00000005034	0.853402823180211	GeneCycle
ENSMUSG00000005469	0.698358501505286	GeneCycle
ENSMUSG00000005580	0.553358347836929	GeneCycle
ENSMUSG00000015968	0.550169245840835	GeneCycle
ENSMUSG00000019370	0.760716634770078	GeneCycle
ENSMUSG00000020431	0.550169245840835	GeneCycle
ENSMUSG00000020524	0.550169245840835	GeneCycle
ENSMUSG00000020654	0.853402823180211	GeneCycle
ENSMUSG00000020734	0.781761813005469	GeneCycle
ENSMUSG00000020866	0.752352822667099	GeneCycle
ENSMUSG00000020893	0.550169245840835	GeneCycle
ENSMUSG00000021180	0.781761813005469	GeneCycle
ENSMUSG00000021250	0.752352822667099	GeneCycle
ENSMUSG00000021313	0.730591569546234	GeneCycle
ENSMUSG00000021536	0.553358347836929	GeneCycle
ENSMUSG00000021820	0.730591569546234	GeneCycle
ENSMUSG00000021933	0.550169245840835	GeneCycle
ENSMUSG00000022220	0.730591569546234	GeneCycle
ENSMUSG00000022376	0	GeneCycle
ENSMUSG00000022416	0.553358347836929	GeneCycle
ENSMUSG00000022840	0.792281947643758	GeneCycle
ENSMUSG00000022994	0.641959376156782	GeneCycle
ENSMUSG00000023439	0.752352822667099	GeneCycle
ENSMUSG00000024112	0.752352822667099	GeneCycle
ENSMUSG00000024256	0.752352822667099	GeneCycle
ENSMUSG00000024617	0.550169245840835	GeneCycle
ENSMUSG00000024639	0.553358347836929	GeneCycle
ENSMUSG00000024960	0.841205413248146	GeneCycle
ENSMUSG00000025739	0.792281947643758	GeneCycle
ENSMUSG00000025892	0.730591569546234	GeneCycle
ENSMUSG00000025958	0.730591569546234	GeneCycle
ENSMUSG00000026567	0.553358347836929	GeneCycle
ENSMUSG00000026824	0.553358347836929	GeneCycle
ENSMUSG00000026959	0.641959376156782	GeneCycle
ENSMUSG00000027523	0.752352822667099	GeneCycle
ENSMUSG00000027669	0.550169245840835	GeneCycle
ENSMUSG00000028957	0.550169245840835	GeneCycle
ENSMUSG00000029064	0.752352822667099	GeneCycle
ENSMUSG00000029334	0.550169245840835	GeneCycle
ENSMUSG00000029361	0.641959376156782	GeneCycle
ENSMUSG00000029713	0.647895657822421	GeneCycle
ENSMUSG00000029778	0.853402823180211	GeneCycle
ENSMUSG00000030102	0.730591569546234	GeneCycle
ENSMUSG00000030209	0.730591569546234	GeneCycle
ENSMUSG00000030592	0.553358347836929	GeneCycle
ENSMUSG00000031659	0.752352822667099	GeneCycle
ENSMUSG00000031748	0.550169245840835	GeneCycle
ENSMUSG00000032034	0.752352822667099	GeneCycle
ENSMUSG00000032192	0.730591569546234	GeneCycle
ENSMUSG00000032246	0.853402823180211	GeneCycle
ENSMUSG00000032562	0.594521496335314	GeneCycle
ENSMUSG00000032766	0.598346742556571	GeneCycle
ENSMUSG00000033765	0.553358347836929	GeneCycle
ENSMUSG00000033981	0.853402823180211	GeneCycle
ENSMUSG00000036402	0.641959376156782	GeneCycle
ENSMUSG00000036438	0.916388571676764	GeneCycle
ENSMUSG00000038026	0.553358347836929	GeneCycle
ENSMUSG00000038473	0.553358347836929	GeneCycle
ENSMUSG00000038607	0.641959376156782	GeneCycle
ENSMUSG00000038811	0.550169245840835	GeneCycle
ENSMUSG00000039943	0.641695035049186	GeneCycle
ENSMUSG00000040061	0.553358347836929	GeneCycle
ENSMUSG00000041624	0.553358347836929	GeneCycle
ENSMUSG00000042644	0.553358347836929	GeneCycle
ENSMUSG00000048240	0.553358347836929	GeneCycle
ENSMUSG00000049892	0.598346742556571	GeneCycle
ENSMUSG00000050965	0.550169245840835	GeneCycle
ENSMUSG00000051177	0.553358347836929	GeneCycle
ENSMUSG00000051331	0.853402823180211	GeneCycle
ENSMUSG00000052889	0.550169245840835	GeneCycle
ENSMUSG00000052920	0.553358347836929	GeneCycle
ENSMUSG00000053819	0.553358347836929	GeneCycle
ENSMUSG00000054764	0.730591569546234	GeneCycle
ENSMUSG00000055866	0.553358347836929	GeneCycle
ENSMUSG00000057378	0.553358347836929	GeneCycle
ENSMUSG00000057614	0.553358347836929	GeneCycle
ENSMUSG00000057897	0.550169245840835	GeneCycle
ENSMUSG00000059003	0.730591569546234	GeneCycle
ENSMUSG00000063065	0.647895657822421	GeneCycle
ENSMUSG00000063130	0.752352822667099	GeneCycle
ENSMUSG00000063358	0.752352822667099	GeneCycle
ENSMUSG00000063594	0.550169245840835	GeneCycle
ENSMUSG00000068523	0.752352822667099	GeneCycle
ENSMUSG00000078816	0.553358347836929	GeneCycle
ENSMUSG00000000001	0.140645424836602	JTK
ENSMUSG00000001175	0.288199168556311	JTK
ENSMUSG00000001986	0.114235055724418	JTK
ENSMUSG00000002771	0.194326866549089	JTK
ENSMUSG00000005034	0.0691137566137568	JTK
ENSMUSG00000005469	0.114235055724418	JTK
ENSMUSG00000005580	0.114235055724418	JTK
ENSMUSG00000015968	0.0884280593958015	JTK
ENSMUSG00000019370	0.114235055724418	JTK
ENSMUSG00000020431	0.0381944444444444	JTK
ENSMUSG00000020524	0.0381944444444444	JTK
ENSMUSG00000020654	0.288199168556311	JTK
ENSMUSG00000020734	0.0884280593958015	JTK
ENSMUSG00000020866	0.194326866549089	JTK
ENSMUSG00000020893	0.0691137566137568	JTK
ENSMUSG00000021180	0.194326866549089	JTK
ENSMUSG00000021250	0.194326866549089	JTK
ENSMUSG00000021313	0.140645424836602	JTK
ENSMUSG00000021536	0.0691137566137568	JTK
ENSMUSG00000021820	0.194326866549089	JTK
ENSMUSG00000021933	0.0691137566137568	JTK
ENSMUSG00000022220	0.0691137566137568	JTK
ENSMUSG00000022376	0.0884280593958015	JTK
ENSMUSG00000022416	0.140645424836602	JTK
ENSMUSG00000022840	0.0884280593958015	JTK
ENSMUSG00000022994	0.0691137566137568	JTK
ENSMUSG00000023439	0.194326866549089	JTK
ENSMUSG00000024112	0.114235055724418	JTK
ENSMUSG00000024256	0.194326866549089	JTK
ENSMUSG00000024617	0.0884280593958015	JTK
ENSMUSG00000024639	0.140645424836602	JTK
ENSMUSG00000024960	0.194326866549089	JTK
ENSMUSG00000025739	0.180745464852608	JTK
ENSMUSG00000025892	0.194326866549089	JTK
ENSMUSG00000025958	0.140645424836602	JTK
ENSMUSG00000026567	0.180745464852608	JTK
ENSMUSG00000026824	0.0691137566137568	JTK
ENSMUSG00000026959	0.140645424836602	JTK
ENSMUSG00000027523	0.140645424836602	JTK
ENSMUSG00000027669	0.114235055724418	JTK
ENSMUSG00000028957	0.0691137566137568	JTK
ENSMUSG00000029064	0.114235055724418	JTK
ENSMUSG00000029334	0.114235055724418	JTK
ENSMUSG00000029361	0.140645424836602	JTK
ENSMUSG00000029713	0.140645424836602	JTK
ENSMUSG00000029778	0.0691137566137568	JTK
ENSMUSG00000030102	0.114235055724418	JTK
ENSMUSG00000030209	0.348821195144724	JTK
ENSMUSG00000030592	0.140645424836602	JTK
ENSMUSG00000031659	0.548412698412698	JTK
ENSMUSG00000031748	0.0691137566137568	JTK
ENSMUSG00000032034	0.0884280593958015	JTK
ENSMUSG00000032192	0.140645424836602	JTK
ENSMUSG00000032246	0.114235055724418	JTK
ENSMUSG00000032562	0.114235055724418	JTK
ENSMUSG00000032766	0.114235055724418	JTK
ENSMUSG00000033765	0.140645424836602	JTK
ENSMUSG00000033981	0.0691137566137568	JTK
ENSMUSG00000036402	0.114235055724418	JTK
ENSMUSG00000036438	0.194326866549089	JTK
ENSMUSG00000038026	0.114235055724418	JTK
ENSMUSG00000038473	0.0884280593958015	JTK
ENSMUSG00000038607	0.140645424836602	JTK
ENSMUSG00000038811	0.0884280593958015	JTK
ENSMUSG00000039943	0.140645424836602	JTK
ENSMUSG00000040061	0.408033407161315	JTK
ENSMUSG00000041624	0.0884280593958015	JTK
ENSMUSG00000042644	0.140645424836602	JTK
ENSMUSG00000048240	0.140645424836602	JTK
ENSMUSG00000049892	0.0381944444444444	JTK
ENSMUSG00000050965	0.0691137566137568	JTK
ENSMUSG00000051177	0.0691137566137568	JTK
ENSMUSG00000051331	0.288199168556311	JTK
ENSMUSG00000052889	0.0884280593958015	JTK
ENSMUSG00000052920	0.140645424836602	JTK
ENSMUSG00000053819	0.140645424836602	JTK
ENSMUSG00000054764	0.479029830322934	JTK
ENSMUSG00000055866	0.0884280593958015	JTK
ENSMUSG00000057378	0.0381944444444444	JTK
ENSMUSG00000057614	0.140645424836602	JTK
ENSMUSG00000057897	0.0884280593958015	JTK
ENSMUSG00000059003	0.140645424836602	JTK
ENSMUSG00000063065	0.0884280593958015	JTK
ENSMUSG00000063130	0.140645424836602	JTK
ENSMUSG00000063358	0.194326866549089	JTK
ENSMUSG00000063594	0.0691137566137568	JTK
ENSMUSG00000068523	0.114235055724418	JTK
ENSMUSG00000078816	0.114235055724418	JTK
ENSMUSG00000000001	0.829123485198038	LS
ENSMUSG00000001175	0.829123485198038	LS
ENSMUSG00000001986	0.829123485198038	LS
ENSMUSG00000002771	0.829123485198038	LS
ENSMUSG00000005034	0.829123485198038	LS
ENSMUSG00000005469	0.866256019156694	LS
ENSMUSG00000005580	0.829123485198038	LS
ENSMUSG00000015968	0.829123485198038	LS
ENSMUSG00000019370	0.885677544639153	LS
ENSMUSG00000020431	0.829123485198038	LS
ENSMUSG00000020524	0.829123485198038	LS
ENSMUSG00000020654	0.995361812028446	LS
ENSMUSG00000020734	0.866256019156694	LS
ENSMUSG00000020866	0.829123485198038	LS
ENSMUSG00000020893	0.829123485198038	LS
ENSMUSG00000021180	0.866256019156694	LS
ENSMUSG00000021250	0.829123485198038	LS
ENSMUSG00000021313	0.829123485198038	LS
ENSMUSG00000021536	0.829123485198038	LS
ENSMUSG00000021820	0.829123485198038	LS
ENSMUSG00000021933	0.829123485198038	LS
ENSMUSG00000022220	0.829123485198038	LS
ENSMUSG00000022376	0.829123485198038	LS
ENSMUSG00000022416	0.829123485198038	LS
ENSMUSG00000022840	0.829123485198038	LS
ENSMUSG00000022994	0.848271920404449	LS
ENSMUSG00000023439	0.829123485198038	LS
ENSMUSG00000024112	0.829123485198038	LS
ENSMUSG00000024256	0.829123485198038	LS
ENSMUSG00000024617	0.829123485198038	LS
ENSMUSG00000024639	0.829123485198038	LS
ENSMUSG00000024960	0.853455552921767	LS
ENSMUSG00000025739	0.829123485198038	LS
ENSMUSG00000025892	0.829123485198038	LS
ENSMUSG00000025958	0.829123485198038	LS
ENSMUSG00000026567	0.829123485198038	LS
ENSMUSG00000026824	0.829123485198038	LS
ENSMUSG00000026959	0.829123485198038	LS
ENSMUSG00000027523	0.829123485198038	LS
ENSMUSG00000027669	0.829123485198038	LS
ENSMUSG00000028957	0.829123485198038	LS
ENSMUSG00000029064	0.829123485198038	LS
ENSMUSG00000029334	0.829123485198038	LS
ENSMUSG00000029361	0.853455552921767	LS
ENSMUSG00000029713	0.829123485198038	LS
ENSMUSG00000029778	0.829123485198038	LS
ENSMUSG00000030102	0.829123485198038	LS
ENSMUSG00000030209	0.829123485198038	LS
ENSMUSG00000030592	0.829123485198038	LS
ENSMUSG00000031659	0.908087573591312	LS
ENSMUSG00000031748	0.829123485198038	LS
ENSMUSG00000032034	0.829123485198038	LS
ENSMUSG00000032192	0.829123485198038	LS
ENSMUSG00000032246	0.829123485198038	LS
ENSMUSG00000032562	0.829123485198038	LS
ENSMUSG00000032766	0.829123485198038	LS
ENSMUSG00000033765	0.829123485198038	LS
ENSMUSG00000033981	0.829123485198038	LS
ENSMUSG00000036402	0.829123485198038	LS
ENSMUSG00000036438	0.887946485740193	LS
ENSMUSG00000038026	0.829123485198038	LS
ENSMUSG00000038473	0.829123485198038	LS
ENSMUSG00000038607	0.829123485198038	LS
ENSMUSG00000038811	0.829123485198038	LS
ENSMUSG00000039943	0.829123485198038	LS
ENSMUSG00000040061	0.984131826706817	LS
ENSMUSG00000041624	0.829123485198038	LS
ENSMUSG00000042644	0.829123485198038	LS
ENSMUSG00000048240	0.829123485198038	LS
ENSMUSG00000049892	0.829123485198038	LS
ENSMUSG00000050965	0.829123485198038	LS
ENSMUSG00000051177	0.829123485198038	LS
ENSMUSG00000051331	0.853455552921767	LS
ENSMUSG00000052889	0.829123485198038	LS
ENSMUSG00000052920	0.829123485198038	LS
ENSMUSG00000053819	0.829123485198038	LS
ENSMUSG00000054764	0.829123485198038	LS
ENSMUSG00000055866	0.829123485198038	LS
ENSMUSG00000057378	0.829123485198038	LS
ENSMUSG00000057614	0.829123485198038	LS
ENSMUSG00000057897	0.829123485198038	LS
ENSMUSG00000059003	0.829123485198038	LS
ENSMUSG00000063065	0.829123485198038	LS
ENSMUSG00000063130	0.829123485198038	LS
ENSMUSG00000063358	0.866256019156694	LS
ENSMUSG00000063594	0.829123485198038	LS
ENSMUSG00000068523	0.829123485198038	LS
ENSMUSG00000078816	0.829123485198038	LS
ENSMUSG00000000001	0.0356730462128099	RAIN
ENSMUSG00000001175	0.113865480840887	RAIN
ENSMUSG00000001986	0.0327765237020316	RAIN
ENSMUSG00000002771	0.0992131244896445	RAIN
ENSMUSG00000005034	0.0134310134310134	RAIN
ENSMUSG00000005469	0.051490514905149	RAIN
ENSMUSG00000005580	0.0327765237020316	RAIN
ENSMUSG00000015968	0.0195890556797615	RAIN
ENSMUSG00000019370	0.0518978605935128	RAIN
ENSMUSG00000020431	0.00620592383638929	RAIN
ENSMUSG00000020524	0.00620592383638929	RAIN
ENSMUSG00000020654	0.130335365853659	RAIN
ENSMUSG00000020734	0.0518978605935128	RAIN
ENSMUSG00000020866	0.0327765237020316	RAIN
ENSMUSG00000020893	0.0134310134310134	RAIN
ENSMUSG00000021180	0.051490514905149	RAIN
ENSMUSG00000021250	0.0195890556797615	RAIN
ENSMUSG00000021313	0.073859356064328	RAIN
ENSMUSG00000021536	0.00871080139372822	RAIN
ENSMUSG00000021820	0.0327765237020316	RAIN
ENSMUSG00000021933	0.0518978605935128	RAIN
ENSMUSG00000022220	0.0195890556797615	RAIN
ENSMUSG00000022376	0.02361782071927	RAIN
ENSMUSG00000022416	0.0195890556797615	RAIN
ENSMUSG00000022840	0.0182501341921632	RAIN
ENSMUSG00000022994	0.0195890556797615	RAIN
ENSMUSG00000023439	0.051490514905149	RAIN
ENSMUSG00000024112	0.0195890556797615	RAIN
ENSMUSG00000024256	0.186822477314145	RAIN
ENSMUSG00000024617	0.0134310134310134	RAIN
ENSMUSG00000024639	0.051490514905149	RAIN
ENSMUSG00000024960	0.0814634146341463	RAIN
ENSMUSG00000025739	0.0518978605935128	RAIN
ENSMUSG00000025892	0.0805128088559544	RAIN
ENSMUSG00000025958	0.0356730462128099	RAIN
ENSMUSG00000026567	0.145350437703022	RAIN
ENSMUSG00000026824	0.0327765237020316	RAIN
ENSMUSG00000026959	0.051490514905149	RAIN
ENSMUSG00000027523	0.0518978605935128	RAIN
ENSMUSG00000027669	0.0327765237020316	RAIN
ENSMUSG00000028957	0.00620592383638929	RAIN
ENSMUSG00000029064	0.0327765237020316	RAIN
ENSMUSG00000029334	0.0136298421807747	RAIN
ENSMUSG00000029361	0.051490514905149	RAIN
ENSMUSG00000029713	0.0195890556797615	RAIN
