ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000030751	0.00875773275078831	0.366950196657247	21.3333333333333	5.87258139071913	1.86628033213126
ENSMUSG00000029446	0.115950877825878	0.990469219123098	25.3333333333333	17.7184466673067	0.313184337870878
ENSMUSG00000030967	0.0863171145983646	0.832585956553171	20.7205387205387	11.8636930631598	194.612457375574
ENSMUSG00000032112	0.249579521237507	0.998689776085858	22	5.93447345565825	12.6275222442787
ENSMUSG00000079477	0.0053803077066966	0.307648784560792	22.1106107410027	1.19358258776569	62.8686213679361
ENSMUSG00000020936	0.196949943382235	0.93227973805621	22	19.5904135021258	87.192969954615
ENSMUSG00000071415	0.380704803491262	0.999231942984504	21.3333333333333	6.82672700061158	3.83105484373261
ENSMUSG00000028646	0.737305524657955	0.999999853898893	21.3333333333333	17.7311380475358	7.42238008900579
ENSMUSG00000055204	0.00875773275078831	0.131486795060012	20.8175833219037	12.8154411588864	158.825776796594
ENSMUSG00000022193	0.0209803516313933	0.911421091259909	25.1009681881051	5.94403496013075	136.751297105557
ENSMUSG00000008855	0.380704803491262	0.999846066878346	24	23.5633084372835	2.57428237920387
ENSMUSG00000029234	0.0310502428384373	0.953381691073954	24.6666666666667	13.8071719845962	0.849087220060931
ENSMUSG00000025261	0.152590458988028	0.978546830051159	22	5.53766777940993	34.1855104441712
ENSMUSG00000003346	0.0863171145983646	0.727853280652055	20.9510694813365	19.436942677054	43.7240433160744
ENSMUSG00000070733	0.249579521237507	0.999654205148559	23.7676348547718	8.19779323760717	6.58640417631956
ENSMUSG00000020794	0.0447368985823847	0.745193095591087	21.3333333333333	15.7932467860362	72.5188099268609
ENSMUSG00000021266	0.0603001090808701	0.374834815595213	21.9368926911703	20.6180060984964	65.929147926205
ENSMUSG00000025156	0.545204700777617	0.999001225044965	24.8939393939394	10.0950652294382	35.9054371196265
ENSMUSG00000030751	0.00875773275078831	0.104326025522685	24.5343709468223	3.80423301443642	220.152031494437
ENSMUSG00000067851	0.152590458988028	0.842244105318899	24.5343709468223	21.0069049833082	6.32922225756226
ENSMUSG00000029446	0.249579521237507	0.959920896119906	21.7405047813944	10.0604078752611	1.06805644445106
ENSMUSG00000026553	0.152590458988028	0.86696181410237	22	0.544380813280308	171.345629062992
ENSMUSG00000022100	0.249579521237507	0.992828917665324	24.6666666666667	3.27276762502747	1.6675611286767
ENSMUSG00000028677	0.459023957331249	0.999977545605683	24.5879043600563	2.15206337891446	7.58667388739831
ENSMUSG00000037373	0.0310502428384373	0.866901602285055	22	5.49928894970571	40.0449669405325
ENSMUSG00000027828	0.249579521237507	0.996815526374882	25.2545710267229	18.7846633612373	4.03667110925416
ENSMUSG00000005442	0.115950877825878	0.959632878593522	22.7683615819209	10.3284465617984	9.44233925685081
ENSMUSG00000040688	0.152590458988028	0.982852471133596	22.0820512820513	2.29701979405289	39.2087473230778
ENSMUSG00000028759	0.0209803516313933	0.702948715503337	22.6688963210702	22.0069768963096	38.0067074302444
ENSMUSG00000025261	0.0310502428384373	0.996114043236906	24.6666666666667	9.52881338660113	46.0274415664871
ENSMUSG00000026553	0.310810013995778	0.997447841657361	25.3333333333333	3.79676676996225	1.57964548140065
ENSMUSG00000018585	0.0628691469924109	0.962466458649526	22.6666666666667	18.9197624117313	40.3633043990584
ENSMUSG00000026878	0.00875773275078831	0.150403803047988	22	0.997652117164319	21.8388438646421
ENSMUSG00000020936	0.152590458988028	0.991566486251891	22	6.76202469849568	25.5965243502499
ENSMUSG00000067851	0.0628691469924109	0.885374614561877	21.5423197492163	1.33202947025051	134.331778473372
ENSMUSG00000014355	0.638361253908129	0.999859515317383	21.978021978022	12.0374650344922	2.86035757373496
ENSMUSG00000025224	0.00875773275078831	0.224304414149821	23.9662425639712	21.1727220823751	6.07322581677247
ENSMUSG00000022100	0.0310502428384373	0.457920420994508	22.9433962264151	17.2441805026618	101.688587877762
ENSMUSG00000025224	0.037893570710411	0.543467833373595	21.3333333333333	2.86479907063045	4.57746435032225
ENSMUSG00000025261	0.196949943382235	0.898017680390355	21.9901532597475	10.2869621866814	64.7122941286404
ENSMUSG00000025224	0.00180327581369248	0.05443637771645	23.194743130227	0.179475476572859	208.591328948226
ENSMUSG00000008855	0.115950877825878	0.819502070628515	23.9212376933896	22.4458046997069	10.4588252545552
ENSMUSG00000022770	0.0863171145983646	0.883016546252947	21.3333333333333	5.12182644277627	2.81042283200316
ENSMUSG00000034820	0.249579521237507	0.994049000284933	22.6666666666667	9.1267629462898	45.9022246528746
ENSMUSG00000022770	0.000498883511036289	0.00103249190711252	22.3710301394512	6.06665178093316	337.574697270129
ENSMUSG00000028759	0.0628691469924109	0.476397069046594	23.5220908928774	4.49850978721349	257.167660458801
ENSMUSG00000025224	0.00875773275078831	0.527544446011799	24.1536555142503	22.1670640918066	14.9900037935636
ENSMUSG00000005442	0.310810013995778	0.966979465546954	23.0702426564496	2.10821387411232	26.079388201845
ENSMUSG00000071415	0.0173755599146224	0.553942197635953	24.5766236188167	1.52364794415507	12.1328274218709
ENSMUSG00000008855	0.0447368985823847	0.649803116406339	25.2545710267229	19.664305633476	86.6763240509002
ENSMUSG00000030058	0.0053803077066966	0.0597968186121087	22.145928234636	20.4005404930486	248.550003118601
ENSMUSG00000026878	0.0447368985823847	0.992874361099689	24.6666666666667	1.38375155288665	6.51722272378224
ENSMUSG00000008855	0.0863171145983646	0.829281674489421	22.3551594772883	8.33772612308154	53.0280266893077
ENSMUSG00000001158	0.249579521237507	0.983718252716588	20.0538720538721	5.30097878976549	40.5016560336469
ENSMUSG00000015341	0.115950877825878	0.922749579049996	23.4050464807437	4.0551969155479	2.32024277280447
ENSMUSG00000001289	0.310810013995778	0.873073922317014	22	19.5227400585627	73.8707027726686
ENSMUSG00000026965	0.223264732309871	0.901359961490551	25.3333333333333	6.70480128115893	3.17568374802044
ENSMUSG00000008855	0.0310502428384373	0.611818345341558	22.6688963210702	21.8419073652126	53.1782621376843
ENSMUSG00000068328	0.0310502428384373	0.982674791538125	21.3333333333333	15.8213434228937	104.349221985523
ENSMUSG00000005442	0.152590458988028	0.991108052983412	24.6666666666667	19.9003609571407	13.6177925978913
ENSMUSG00000040688	0.249579521237507	0.999417670117029	20.4874551971326	16.813722900976	29.150634452785
ENSMUSG00000008855	0.115950877825878	0.987679962212098	23.0836277974087	4.61326357681615	11.4717044245634
ENSMUSG00000022898	0.00875773275078831	0.0571191439321758	21.6961484766363	21.4347473245024	74.7772479138337
ENSMUSG00000025224	0.00875773275078831	0.331687366113686	22.962962962963	21.1876944066269	295.91632770312
ENSMUSG00000005442	0.0745931307953877	0.926517943293099	24.6666666666667	22.2877648999339	2.58427966160947
ENSMUSG00000020459	0.638361253908129	0.999999994592727	24.6666666666667	23.0368117899825	0.240961393938848
ENSMUSG00000034820	0.0209803516313933	0.657110824510502	22.1238390092879	1.13104370245579	44.4733337168519
ENSMUSG00000029405	4.41292889209556e-05	0.00138470062030038	23.8614097968937	21.4326741806054	42.5074356250054
ENSMUSG00000037373	0.115950877825878	0.99923458082169	23.201037613489	2.86816148495461	0.604137507781597
ENSMUSG00000038160	0.0310502428384373	0.951102556489062	22.9756097560976	13.1378463394151	11.6188977121677
ENSMUSG00000093575	0.380704803491262	0.9999994170141	24	6.56272961552197	3.90931947527851
ENSMUSG00000005442	0.0447368985823847	0.710811037103251	22.7547267547268	20.9140344581951	21.9545950568525
ENSMUSG00000021266	0.00318164699241088	0.0444712976137626	20.3368421052632	2.51054174380506	195.968758742044
ENSMUSG00000008855	0.115950877825878	0.995227402542352	22.4314994606257	13.2793190144055	88.8568584170626
ENSMUSG00000026810	0.00180327581369248	0.118834721886923	22.8328141225337	2.39794284144953	102.285530347456
ENSMUSG00000021282	0.0310502428384373	0.872707722446058	22.3858520900322	1.21246891669615	110.551324491945
ENSMUSG00000027598	0.000240024250440917	0.00400544372863532	23.5378797187521	15.1960734449393	188.037707700863
ENSMUSG00000015341	0.0447368985823847	0.875540135911603	24.2767295597484	18.7957740808113	11.4352477549248
ENSMUSG00000005982	0.00097448108732831	0.00401320376277248	24.4684684684685	15.68799445297	238.627491624334
ENSMUSG00000026553	0.0628691469924109	0.872149021339966	21.3333333333333	3.24994437521729	253.907327109411
ENSMUSG00000041645	0.0863171145983646	0.906893229576775	22	6.36635078774445	8.76443232011132
ENSMUSG00000067851	0.00097448108732831	0.0223586606501229	24.1536555142503	21.0185768607543	2.08349798328962
ENSMUSG00000029405	0.0863171145983646	0.935396312808846	24.6666666666667	19.1182573179376	4.05755553327235
ENSMUSG00000024309	0.196949943382235	0.835411743315619	25.9940472889283	15.5958317320733	85.1439709817128
ENSMUSG00000025224	0.00180327581369248	0.0135424425121897	20.9765940838605	20.3682413412667	1.94427204012377
ENSMUSG00000078552	0.037893570710411	0.765956135758188	22.6666666666667	10.3866839807153	8.35380798634827
ENSMUSG00000008855	0.0053803077066966	0.145744743163182	24.8085676037483	18.5515830114347	66.4072503405029
ENSMUSG00000024414	0.310810013995778	0.99997439275271	24.6666666666667	23.3230658495248	36.8025708763066
ENSMUSG00000001016	0.152590458988028	0.999614891632506	24.6666666666667	2.88594873601359	1.87752279902318
ENSMUSG00000007036	0.380704803491262	0.993563442278605	20.3501683501684	6.03778527262953	5.71142416199136
ENSMUSG00000029234	0.638361253908129	0.998222195245558	22.6666666666667	19.935194838693	1.01284673728447
ENSMUSG00000030058	0.00097448108732831	0.00173781893577707	24.2767295597484	18.2517268352577	266.043551270461
ENSMUSG00000026965	0.196949943382235	0.999999755814785	25.3333333333333	21.1870622980042	1.48745274847497
ENSMUSG00000024740	0.115950877825878	0.98852230655806	23.7364341085271	12.3297759323065	31.8023018754786
ENSMUSG00000008855	0.0310502428384373	0.913710547922972	22.7182940516274	0.786326677493189	37.1941605184397
ENSMUSG00000032112	0.0628691469924109	0.977264441447786	22	5.92335522807136	47.9289501996102
ENSMUSG00000040688	0.0863171145983646	0.9032948604933	21.6647687288081	6.2248982052959	35.3104473481544
ENSMUSG00000026878	0.115950877825878	0.987192699258093	21.4792615679693	2.47046873036627	16.904616538493
ENSMUSG00000014355	0.545204700777617	0.993926725920063	22	6.75476466485304	19.0855545503463
ENSMUSG00000001158	0.152590458988028	0.998125796906375	23.3872053872054	23.1599484289841	5.84432880517498
ENSMUSG00000025224	0.196949943382235	0.989255322392802	23.9757575757576	5.15700734556437	1.51230177415707
ENSMUSG00000040688	0.000107423440756774	0.00066753597467506	21.3333333333333	1.12260271476541	52.4492470652855
ENSMUSG00000040688	0.249579521237507	0.912343075985383	21.6854677145939	19.4524381274145	30.086657923038
ENSMUSG00000014355	0.249579521237507	0.999089755026032	24.6666666666667	3.7084740943302	3.13202230848079
ENSMUSG00000035505	0.196949943382235	0.992830034397393	23.4557823129252	11.9909938313174	0.0336176096837417
ENSMUSG00000022100	0.196949943382235	0.983482005185537	20.0538720538721	0.119435548592209	68.5176764113798
ENSMUSG00000026965	0.310810013995778	0.991355574158528	22	4.17372540777158	27.7875806837618
ENSMUSG00000020794	0.0209803516313933	0.799764710892825	22	1.50859326680052	151.77961226476
ENSMUSG00000022770	0.00875773275078831	0.0929185938709837	21.4756321408504	8.22809519077382	199.478379721325
ENSMUSG00000010406	0.00180327581369248	0.0422767404861351	24.4035759897829	21.9137075816328	124.886538144004
ENSMUSG00000028677	0.0209803516313933	0.508703624704232	22.6457851946941	10.4889302717855	156.07841329416
ENSMUSG00000022770	0.00180327581369248	0.00947944872160933	23.5947940947941	5.35784895775379	199.011975643731
ENSMUSG00000021327	0.00180327581369248	0.0249821537481468	24.8798920377868	19.7422247494631	397.259924186164
ENSMUSG00000038160	0.223264732309871	0.996655958061985	21.3333333333333	0.107021046965103	0.317738164732334
