ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000030751	0.000898069095525001	0.0733200677032913	20	12	NA
ENSMUSG00000029446	0.0262828879197658	0.998287391983509	24	4	NA
ENSMUSG00000030967	0.0210240120665089	0.650047890932063	24	20	NA
ENSMUSG00000032112	0.0424258879560871	0.979377431330487	22	16	NA
ENSMUSG00000079477	0.000911324693359103	0.0489845182791767	22	8	NA
ENSMUSG00000020936	0.0381125005581066	0.987313849974069	24	22	NA
ENSMUSG00000071415	0.0128621886975641	0.99283567914627	24	12	NA
ENSMUSG00000028646	0.0926400761772615	0.929773040930298	24	16	NA
ENSMUSG00000055204	0.0010164962596172	0.055018365596258	26	20	NA
ENSMUSG00000022193	0.00180189700353196	0.201533072748089	22	14	NA
ENSMUSG00000008855	0.0703291095939224	0.952372557119428	20	2	NA
ENSMUSG00000029234	0.000794854728638652	0.0762727440688096	26	24	NA
ENSMUSG00000025261	0.0255095364698441	0.990827063310444	20	10	NA
ENSMUSG00000003346	0.0127420842247044	0.480883394943195	20	4	NA
ENSMUSG00000070733	0.0376517501301063	0.9840593019811	20	18	NA
ENSMUSG00000020794	0.00300762482211033	0.547564307986514	20	20	NA
ENSMUSG00000021266	0.00777452785358983	0.593176274365005	24	24	NA
ENSMUSG00000025156	0.0926400761772615	0.957636873199527	24	16	NA
ENSMUSG00000030751	0.00171260801649081	0.139188927029018	24	12	NA
ENSMUSG00000067851	0.0127733345743453	0.823337766142949	20	4	NA
ENSMUSG00000029446	0.0329068329385631	0.962689929056772	24	12	NA
ENSMUSG00000026553	0.00210793968624897	0.626810197256129	20	4	NA
ENSMUSG00000022100	0.0226358173943805	0.993333888577876	24	12	NA
ENSMUSG00000028677	0.0575587521782754	0.945759941428609	20	4	NA
ENSMUSG00000037373	0.00776426868159459	0.466549974167077	20	12	NA
ENSMUSG00000027828	0.00983357624551015	0.847701160413907	20	4	NA
ENSMUSG00000005442	0.0108374150340144	0.59737722169369	22	22	NA
ENSMUSG00000040688	0.0133228695896793	0.841479856275258	20	12	NA
ENSMUSG00000028759	0.00147590516778061	0.111284335916606	22	6	NA
ENSMUSG00000025261	0.0021568128142851	0.172766000426952	24	22	NA
ENSMUSG00000026553	0.0626669258655918	0.984712785482354	24	8	NA
ENSMUSG00000018585	0.0509331924145746	0.976812696378637	20	6	NA
ENSMUSG00000026878	0.00134531226955921	0.0921404076517505	22	6	NA
ENSMUSG00000020936	0.00415762043125528	0.831940864219907	20	16	NA
ENSMUSG00000067851	0.00210793968624897	0.534622136054375	20	4	NA
ENSMUSG00000014355	0.0868361057308875	0.911297591357359	22	14	NA
ENSMUSG00000025224	0.00016960970884482	0.0224673740024915	26	2	NA
ENSMUSG00000022100	0.00134788751649054	0.0960557854316353	22	2	NA
ENSMUSG00000025224	0.00776426868159459	0.922586348446367	20	8	NA
ENSMUSG00000025261	0.0147684215755492	0.901306970421846	24	14	NA
ENSMUSG00000025224	4.50679380282562e-05	0.00544802940377436	24	10	NA
ENSMUSG00000008855	0.00750037391278537	0.414330606770788	24	2	NA
ENSMUSG00000022770	0.00629889937413129	0.582093627595138	20	10	NA
ENSMUSG00000034820	0.0540356982286838	0.959167653800972	20	12	NA
ENSMUSG00000022770	5.95219430151513e-05	0.0108302989542765	20	12	NA
ENSMUSG00000028759	0.00415762043125528	0.554906837309198	20	16	NA
ENSMUSG00000025224	0.000869615988295216	0.0560245940895268	22	4	NA
ENSMUSG00000005442	0.0329068329385631	0.987313849974069	24	18	NA
ENSMUSG00000071415	0.00414556015670872	0.256279119632505	24	6	NA
ENSMUSG00000008855	0.00284728776601922	0.25770051082307	26	2	NA
ENSMUSG00000030058	0.000347898697048907	0.0287116464579877	22	2	NA
ENSMUSG00000026878	0.00777452785358983	0.279395321152643	24	8	NA
ENSMUSG00000008855	0.00666611142212438	0.625135356430903	24	14	NA
ENSMUSG00000001158	0.0235687269585928	0.987186938209696	20	4	NA
ENSMUSG00000015341	0.0126861500259305	0.60121283543674	24	18	NA
ENSMUSG00000001289	0.0226358173943805	0.988814942586089	24	24	NA
ENSMUSG00000026965	0.0131758003873761	0.998198102996468	22	12	NA
ENSMUSG00000008855	0.000971803993999338	0.131914529493743	20	4	NA
ENSMUSG00000068328	0.00300762482211033	0.6713169877511	20	20	NA
ENSMUSG00000005442	0.0133043289903947	0.842667216458495	26	2	NA
ENSMUSG00000040688	0.0381125005581066	0.986336709647277	24	24	NA
ENSMUSG00000008855	0.00500822417651335	0.997833218203736	20	14	NA
ENSMUSG00000022898	0.00162792125219954	0.09303349391519	22	2	NA
ENSMUSG00000025224	0.000598977205208079	0.0305416349445393	24	4	NA
ENSMUSG00000005442	0.00497425769581062	0.429892760310212	26	2	NA
ENSMUSG00000020459	0.134832679633058	0.901310600901819	24	10	NA
ENSMUSG00000034820	0.00146270856656972	0.169808500155022	20	6	NA
ENSMUSG00000029405	4.46592773125352e-06	0.000421285849314915	24	6	NA
ENSMUSG00000037373	0.0149831029548548	0.747136041270741	20	6	NA
ENSMUSG00000038160	0.00629889937413129	0.307176139502481	20	18	NA
ENSMUSG00000093575	0.0703291095939224	0.944614778958148	20	4	NA
ENSMUSG00000005442	0.00162792125219954	0.227783021281538	22	2	NA
ENSMUSG00000021266	0.000409663596694597	0.0704655885790233	20	4	NA
ENSMUSG00000008855	0.00923809580430327	0.88639352409409	22	18	NA
ENSMUSG00000026810	0.000255160028240721	0.017865115101307	24	8	NA
ENSMUSG00000021282	0.000324133542231073	0.0523956221343924	22	12	NA
ENSMUSG00000027598	1.83316561513654e-05	0.0018965911152896	24	20	NA
ENSMUSG00000015341	0.00247420858336065	0.334117551079322	20	4	NA
ENSMUSG00000005982	6.91622905382895e-05	0.00508621192519542	24	24	NA
ENSMUSG00000026553	0.0217505869424047	0.991259937577706	20	8	NA
ENSMUSG00000041645	0.0226358173943805	0.905732503475024	24	14	NA
ENSMUSG00000067851	6.91622905382895e-05	0.00355461761939535	24	6	NA
ENSMUSG00000029405	0.00831865734583751	0.496443704759361	24	2	NA
ENSMUSG00000024309	0.00750037391278537	0.744665557139041	24	24	NA
ENSMUSG00000025224	0.000347898697048907	0.0393600108183285	22	2	NA
ENSMUSG00000078552	0.000497349820573605	0.191931288814869	20	16	NA
ENSMUSG00000008855	1.65114080511993e-05	0.00388710965493709	22	2	NA
ENSMUSG00000024414	0.0851131623336911	0.961887499441893	26	22	NA
ENSMUSG00000001016	0.00777452785358983	0.709779239207204	24	16	NA
ENSMUSG00000007036	0.060873977806246	0.931968206025122	24	8	NA
ENSMUSG00000029234	0.0845070178017905	0.925826968662113	20	8	NA
ENSMUSG00000030058	0.000119232083855531	0.01100579727534	22	2	NA
ENSMUSG00000026965	0.0164939398206503	0.957183336513106	22	22	NA
ENSMUSG00000024740	0.0128621886975641	0.622267939264261	24	16	NA
ENSMUSG00000008855	0.0082922583014229	0.234022814926161	20	12	NA
ENSMUSG00000032112	0.00747649673175778	0.351931876035882	20	16	NA
ENSMUSG00000040688	0.00247420858336065	0.328637336413237	20	12	NA
ENSMUSG00000026878	0.00887836023121069	0.706378304465914	22	8	NA
ENSMUSG00000014355	0.0736312345377155	0.883069989094874	20	12	NA
ENSMUSG00000001158	0.00497425769581062	0.682200357729206	26	2	NA
ENSMUSG00000025224	0.00750037391278537	0.902411322235366	24	18	NA
ENSMUSG00000040688	3.32333950581644e-06	0.00102026522828565	20	4	NA
ENSMUSG00000040688	0.026697738366221	0.990074603907746	22	2	NA
ENSMUSG00000014355	0.0210240120665089	0.992499626087215	24	6	NA
ENSMUSG00000035505	0.0210240120665089	0.994114435453287	24	16	NA
ENSMUSG00000022100	0.0226358173943805	0.7863628733907	24	24	NA
ENSMUSG00000026965	0.0376517501301063	0.947958988710816	20	8	NA
ENSMUSG00000020794	0.00300762482211033	0.337930838281879	20	8	NA
ENSMUSG00000022770	4.44656228773415e-05	0.00805446906473656	20	14	NA
ENSMUSG00000010406	0.000142253547407624	0.00765480084722162	24	6	NA
ENSMUSG00000028677	0.00104717506252641	0.07545830724378	24	20	NA
ENSMUSG00000022770	1.83316561513654e-05	0.00210908416357232	24	12	NA
ENSMUSG00000021327	1.19453814637277e-05	0.00100608469130168	24	2	NA
ENSMUSG00000038160	0.0411879066987355	0.982196956298343	20	6	NA
ENSMUSG00000040688	0.0407283795659227	0.955768761827567	24	8	NA
ENSMUSG00000019868	0.037139854164293	0.97959606608655	22	2	NA
ENSMUSG00000078923	0.0495096706303203	0.978585697640635	24	12	NA
ENSMUSG00000032112	0.000176176596390778	0.0527817427353	20	8	NA
ENSMUSG00000014355	0.026697738366221	0.987543059756939	22	18	NA
