ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	2286.90815203526	1643.81692254161	1956.65066055712	2015.67431105129	1948.01114708869	1861.84877474812	1844.0670963515	1807.4505710334
ENSMUSG00000001175	12962.0066178209	10991.1112864351	10360.9606022476	10251.5327653757	10320.456316939	9532.85052559618	10540.376299016	10752.6743747221
ENSMUSG00000001986	689.361932008127	319.574345810885	608.666961812548	664.433182648662	483.970390839592	488.793053023202	619.344087895913	616.59464490447
ENSMUSG00000002771	41.4761328386632	47.9872020866185	60.6809382071513	50.2621490046572	61.2543978380938	58.2116490367897	66.5007968392176	48.7753972834879
ENSMUSG00000005034	2276.89667169489	1615.22880214959	1943.02840912286	1956.00827610382	1810.94685093612	1847.98885831078	1970.86194899161	1678.60989896381
ENSMUSG00000005469	935.358306085716	1282.3814004424	1082.96898902355	1201.7517691049	1165.04651729681	1074.14352389314	1060.46604026272	1213.8631889985
ENSMUSG00000005580	297.483987256619	283.83919532085	348.605798067614	440.037007737547	402.702179846478	412.101515403305	425.82676909379	441.73944709574
ENSMUSG00000015968	1158.47129652818	900.525792348884	559.75069529862	539.588489959675	964.908385746606	1109.25531220105	546.193211372774	627.638131081863
ENSMUSG00000019370	1977.98247296108	2663.80021795719	1950.45872808701	2204.72484569461	2436.8333714204	2432.87733196615	2518.60684562397	2382.63214277265
ENSMUSG00000020431	54.3480361334208	98.0164127726677	105.882045239009	79.7708945493269	68.5321480762831	104.873367709137	107.95296020233	94.7899230226274
ENSMUSG00000020524	544.910572811403	336.931418906045	414.240282250859	612.225402069631	530.669288201307	413.487507047038	463.953892614941	561.377214017502
ENSMUSG00000020654	314.646524982963	357.351504900351	286.067280119427	372.91271842165	360.248636790373	376.9897270954	385.704621667462	338.666909440067
ENSMUSG00000020734	17.1625377263434	46.9661977869033	15.4798311752937	22.6990350343613	28.5045217662417	24.9478495871956	32.5853904512166	25.7681344139181
ENSMUSG00000020866	12.8719032947576	29.6091246917434	11.7646716932232	14.5922368078037	20.0138131550207	23.5618579434625	11.0834661398696	24.8478438991353
ENSMUSG00000020893	703.66404678008	1035.2983599113	3200.60989380372	1735.50336434145	1054.06082616443	2002.29592797973	3812.49068279234	1115.39210391674
ENSMUSG00000021180	208.810875670512	121.499511666119	177.08926864536	162.460236460215	167.388255478355	156.155058527261	158.271896477338	144.485610820898
ENSMUSG00000021250	205.950452716121	692.240915206965	259.441970497922	460.790411197535	177.091922462608	422.727451338592	465.948916520118	275.166863920054
ENSMUSG00000021313	517.736554744693	801.488375276501	673.06305950177	435.172928801613	504.590683181129	516.512885897864	327.848928417343	550.333727840109
ENSMUSG00000021536	477.690633383225	281.79718672142	300.308724800698	388.153499087579	440.910368596972	378.375718739133	387.477976249841	390.203178267903
ENSMUSG00000021820	640.734741783487	908.693826746606	782.041070975837	795.763313918895	826.024652034492	864.396788474869	794.462852905853	805.254200434942
ENSMUSG00000021933	2.86042295439057	0	0	0.324271929062305	1.21295837303156	0.461997214577696	0	0
ENSMUSG00000022220	1640.45256434299	1990.95838444481	2238.38358794747	2384.69576632419	2319.78288842286	2057.73559372906	2305.36095709288	2372.50894711003
ENSMUSG00000022376	758.012082913501	619.74960992718	587.614391414149	739.339998262054	772.048004434588	806.18513943808	694.933326969824	722.428054104491
ENSMUSG00000022416	22.8833836351245	59.2182493834867	29.7212758565639	23.0233069634236	28.5045217662417	68.375587757499	40.3438167491253	49.6956877982707
ENSMUSG00000022840	353.262234867235	535.006253050811	414.240282250859	419.28360427756	408.766971711636	352.503874722782	456.195466317033	534.688789088801
ENSMUSG00000022994	1258.58609993185	1867.41686417926	1729.40673890381	1686.86257498211	1808.52093419006	1794.85917863435	1762.71445488486	1822.17521926993
ENSMUSG00000023439	0	2.04200859943058	1.85757974103524	2.26990350343613	0.60647918651578	2.77198328746618	1.77335458237914	3.68116205913116
ENSMUSG00000024112	20.022960680734	102.100429971529	44.5819137848458	28.8602016865451	32.7498760718521	39.7317604536819	27.708665349674	35.8913300765288
ENSMUSG00000024256	0	1.02100429971529	0	0.324271929062305	0	0	0.665007968392176	0
ENSMUSG00000024617	31.4646524982963	72.4913052797855	55.7273922310573	25.6174823959221	37.6017095639784	54.0536741055904	60.0723864780932	35.8913300765288
ENSMUSG00000024639	2803.21449530276	1914.38306196617	2078.63173021844	2602.60650265406	2402.87053697552	2502.1769141528	2361.88663440621	2600.74099477617
ENSMUSG00000024960	1706.24229229397	2120.62593050865	1847.05345583604	1996.21799530755	1866.74293609557	1899.73254634349	1929.4097856285	2088.13917804215
ENSMUSG00000025739	0	0	1.2383864940235	0.648543858124609	0.60647918651578	0.923994429155392	0.221669322797392	0
ENSMUSG00000025892	4.29063443158585	2.04200859943058	3.09596623505874	2.91844736156074	1.81943755954734	2.30998607288848	3.32503984196088	4.60145257391395
ENSMUSG00000025958	1792.05498092569	1083.28556199792	1513.92748894372	1556.82953142812	1384.59198281553	1425.72340418677	1352.62620770969	1405.28361607332
ENSMUSG00000026567	0	3.06301289914586	1.2383864940235	0.324271929062305	0.60647918651578	0.461997214577696	0	0
ENSMUSG00000026824	115.847129652818	169.486713752738	107.739624980044	81.7165261237007	126.754149981798	109.955337069492	51.2056135661975	96.630504052193
ENSMUSG00000026959	4.29063443158585	3.06301289914586	2.47677298804699	0	1.81943755954734	2.30998607288848	0.886677291189568	1.84058102956558
ENSMUSG00000027523	11204.2767123479	11121.7998367986	9660.03384663028	10145.4958445723	10254.3500856088	10076.1592499396	10453.925263125	10351.4277102768
ENSMUSG00000027669	909.614499496201	806.593396775078	905.879720378187	882.668190907593	889.098487432133	984.054067050493	947.636354958851	854.02959771843
ENSMUSG00000028957	487.702113723592	1133.31477268397	3946.73775645288	1991.67818830067	547.044226237233	1598.97235965341	3945.49227647078	1504.67499166986
ENSMUSG00000029064	7205.40542210984	6755.98545121606	6431.56025671102	6599.90657220508	6758.60405453185	6483.66890938339	6829.63183538765	6442.95389399432
ENSMUSG00000029334	745.140179618743	419.632767182983	436.531239143282	647.571042337422	615.576374313517	500.342983387645	522.031255187858	607.391739756642
ENSMUSG00000029361	7.15105738597642	6.12602579829173	5.57273922310573	1.62135964531152	3.63887511909468	3.69597771662157	2.8817011963661	3.68116205913116
ENSMUSG00000029713	2092.3993911367	5277.57122522832	3612.37340306654	3529.69994784318	3903.90652360208	4050.79157741724	4216.59385825199	3684.84322119029
ENSMUSG00000029778	54.3480361334208	129.667546063842	99.6901127688914	76.8524471877662	132.818941846956	96.0954206321608	70.4908446495706	125.15951001046
ENSMUSG00000030102	2501.43987361455	2144.10902940211	2055.721580079	2184.29571416368	2196.66761356016	2556.23058825839	2071.05648289603	2336.61761703351
ENSMUSG00000030209	0	0	0	0	0	0.461997214577696	0.221669322797392	0
ENSMUSG00000030592	12.8719032947576	29.6091246917434	26.0061163744934	13.6194210206168	19.407333968505	26.7958384455064	23.4969482165235	26.6884249287009
ENSMUSG00000031659	1324.37582788283	1631.56487094503	1538.07602557718	1689.13247848554	1547.73488398827	1849.37484995452	1701.09038314719	1754.99401169078
ENSMUSG00000031748	602.119031899215	462.514947771026	500.927336832504	663.460366861475	625.280041297769	516.512885897864	555.05998428467	646.964231892302
ENSMUSG00000032034	55.7782476106161	111.289468668966	68.730450418304	57.3961314440279	67.3191897032516	66.0656016846105	35.4670916475827	73.6232411826233
ENSMUSG00000032192	261.728700326737	318.55334151117	252.011651533781	288.926288794513	284.438738475901	294.75422290057	261.348131578125	259.521925168747
ENSMUSG00000032246	235.984893737222	358.372509200066	314.550169481968	232.502973137672	221.36490307826	223.144654641027	233.861135551249	239.275533843526
ENSMUSG00000032562	5902.48276638494	7462.52042661904	6076.14333292628	6001.9491350142	6471.13292012337	6880.98651392021	7165.4608594257	6617.80909180305
ENSMUSG00000032766	1691.94017752202	1497.81330768233	1186.99345452152	1249.095470748	1262.68966632585	1210.43270219356	1165.75896859148	1060.17467302978
ENSMUSG00000033765	0	1.02100429971529	0.619193247011748	0	0	0.461997214577696	0	0
ENSMUSG00000033981	7.15105738597642	3.06301289914586	3.71515948207049	3.89126314874765	2.42591674606312	5.54396657493235	4.43338645594784	2.76087154434837
ENSMUSG00000036402	2025.17945170852	1541.71649257008	1586.99229209111	1696.59073285398	1638.70676196564	1711.23768279579	1670.50001660115	1628.91421116554
ENSMUSG00000036438	6164.21146671168	4862.0224752442	5367.16706509783	5045.3469442804	4665.6443818659	4468.43705939548	4814.21435251376	4760.66283297138
ENSMUSG00000038026	1.43021147719528	2.04200859943058	1.2383864940235	3.24271929062305	1.21295837303156	0.923994429155392	1.10834661398696	2.76087154434837
ENSMUSG00000038473	57.2084590878114	52.0712192854797	55.7273922310573	60.638850734651	44.8794598021677	52.2056852472797	64.0624342884463	79.14498427132
ENSMUSG00000038607	5.72084590878114	24.5041031931669	9.90709195218796	11.0252455881184	18.1943755954734	23.5618579434625	17.7335458237914	19.3261008104386
ENSMUSG00000038811	540.619938379818	568.699394941415	504.023303067563	473.112744501902	595.562561158496	586.274465299096	475.702366723203	507.080073645318
