ID	CT18	CT20	CT22	CT24	CT26	CT28	CT30	CT32	CT34	CT36	CT38	CT40	CT42	CT44	CT46	CT48	CT50	CT52	CT54	CT56	CT58	CT60	CT62	CT64
ENSMUSG00000000001	260.3	223.5	232.9	214.4	215.8	202.8	201.4	217.3	217.3	215.8	217.3	165.9	251.4	221.9	267.6	231.3	231.3	202.8	258.5	229.7	214.4	217.3	198.6	231.3
ENSMUSG00000001175	4918	4986.7	4918	5126.8	4588.7	5056.3	5021.3	4918	4850.3	4371.3	4685.1	3625.2	4952.2	5021.3	5091.4	5091.4	5234.6	4750.5	4463.2	4685.1	4620.6	4588.7	4311.1	4783.5
ENSMUSG00000001986	741.3	542.6	654.3	686.9	593.8	677.4	645.3	623.3	668.1	499.3	577.6	422.8	597.9	645.3	610.5	577.6	668.1	619	538.9	602.1	569.6	502.8	499.3	577.6
ENSMUSG00000002771	80.7	88.9	88.9	95.9	93.3	105	87.1	98.6	98.6	86.5	107.2	74.2	97.3	115.7	102.1	92.7	100	85.9	95.3	98.6	92.7	79.6	85.9	97.3
ENSMUSG00000005034	1889.6	2140.7	2096.6	2025.2	2216.2	1929.3	1738.8	2025.2	2278.5	1956.2	1889.6	2053.5	2067.8	2096.6	2082.1	2011.2	2294.3	1942.7	2039.3	2140.7	2039.3	1825.2	1997.3	1691.2
ENSMUSG00000005469	253.2	338.7	327.2	313.8	327.2	320.4	258.5	324.9	327.2	345.8	318.2	343.4	316	307.4	336.4	294.9	353.1	301	348.2	311.7	331.7	322.7	288.8	265.7
ENSMUSG00000005580	138.5	172.9	146.4	158	126.6	138.5	149.5	143.4	140.4	127.5	158	125.7	136.6	137.6	154.8	152.6	127.5	131	140.4	141.4	148.5	123.1	143.4	128.3
ENSMUSG00000015968	286.8	322.7	294.9	305.3	286.8	271.3	303.1	305.3	242.8	273.2	249.7	236.2	249.7	301	334	296.9	294.9	290.8	267.6	271.3	265.7	296.9	249.7	253.2
ENSMUSG00000019370	2011.2	2408.4	2408.4	2563.4	2111.2	2563.4	2391.8	2262.7	2247.1	2039.3	1983.5	1667.9	2140.7	2247.1	2216.2	2563.4	2375.2	2125.9	2185.7	2262.7	2067.8	2067.8	1916	2039.3
ENSMUSG00000020431	100	107.2	101.4	111	98.6	97.3	105.7	98.6	100	84.1	97.3	98.6	98.6	99.3	106.4	101.4	104.2	100.7	96.6	99.3	100	102.8	102.1	88.3
