ID	pvalue_mean	pvalue_brown	pvalue_fisher	pvalue_kost	pvalue_logitp	pvalue_sumlog	pvalue_sump	pvalue_sumz	algorithm
ENSMUSG00000000001	0.32642534439644	0.32642534439644	0.32642534439644	0.32642534439644	0.32642534439644	0.32642534439644	0.32642534439644	0.32642534439644	ARS
ENSMUSG00000001175	0.300655869481964	0.300655869481964	0.300655869481964	0.300655869481964	0.300655869481964	0.300655869481964	0.300655869481964	0.300655869481964	ARS
ENSMUSG00000001986	1.75341359209824e-08	1.75341359209824e-08	1.75341359209824e-08	1.75341359209824e-08	1.75341359209824e-08	1.75341359209824e-08	1.75341359209824e-08	1.75341359209824e-08	ARS
ENSMUSG00000002771	0.000854356790873867	0.000854356790873867	0.000854356790873867	0.000854356790873867	0.000854356790873867	0.000854356790873867	0.000854356790873867	0.000854356790873867	ARS
ENSMUSG00000005034	0.0557436269409788	0.0557436269409788	0.0557436269409788	0.0557436269409788	0.0557436269409788	0.0557436269409788	0.0557436269409788	0.0557436269409788	ARS
ENSMUSG00000005469	0.0154743516062336	0.0154743516062336	0.0154743516062336	0.0154743516062336	0.0154743516062336	0.0154743516062336	0.0154743516062336	0.0154743516062336	ARS
ENSMUSG00000005580	7.35562665465928e-06	7.35562665465928e-06	7.35562665465928e-06	7.35562665465928e-06	7.35562665465928e-06	7.35562665465928e-06	7.35562665465928e-06	7.35562665465928e-06	ARS
ENSMUSG00000015968	7.21501924871859e-08	7.21501924871859e-08	7.21501924871859e-08	7.21501924871859e-08	7.21501924871859e-08	7.21501924871859e-08	7.21501924871859e-08	7.21501924871859e-08	ARS
ENSMUSG00000019370	0.261172470233032	0.261172470233032	0.261172470233032	0.261172470233032	0.261172470233032	0.261172470233032	0.261172470233032	0.261172470233032	ARS
ENSMUSG00000020431	0.588976779418664	0.588976779418664	0.588976779418664	0.588976779418664	0.588976779418664	0.588976779418664	0.588976779418664	0.588976779418664	ARS
ENSMUSG00000020524	3.12364358927564e-05	3.12364358927564e-05	3.12364358927564e-05	3.12364358927564e-05	3.12364358927564e-05	3.12364358927564e-05	3.12364358927564e-05	3.12364358927564e-05	ARS
ENSMUSG00000020654	0.391597916358738	0.391597916358738	0.391597916358738	0.391597916358738	0.391597916358738	0.391597916358738	0.391597916358738	0.391597916358738	ARS
ENSMUSG00000020734	0.446977358190055	0.446977358190055	0.446977358190055	0.446977358190055	0.446977358190055	0.446977358190055	0.446977358190055	0.446977358190055	ARS
ENSMUSG00000020866	0.122771381979699	0.122771381979699	0.122771381979699	0.122771381979699	0.122771381979699	0.122771381979699	0.122771381979699	0.122771381979699	ARS
ENSMUSG00000020893	6.44465479493483e-06	6.44465479493483e-06	6.44465479493483e-06	6.44465479493483e-06	6.44465479493483e-06	6.44465479493483e-06	6.44465479493483e-06	6.44465479493483e-06	ARS
ENSMUSG00000021180	0.00519927524492725	0.00519927524492725	0.00519927524492725	0.00519927524492725	0.00519927524492725	0.00519927524492725	0.00519927524492725	0.00519927524492725	ARS
ENSMUSG00000021250	0.174822635931859	0.174822635931859	0.174822635931859	0.174822635931859	0.174822635931859	0.174822635931859	0.174822635931859	0.174822635931859	ARS
ENSMUSG00000021313	0.0329576830682272	0.0329576830682272	0.0329576830682272	0.0329576830682272	0.0329576830682272	0.0329576830682272	0.0329576830682272	0.0329576830682272	ARS
ENSMUSG00000021536	0.71946753934429	0.71946753934429	0.71946753934429	0.71946753934429	0.71946753934429	0.71946753934429	0.71946753934429	0.71946753934429	ARS
ENSMUSG00000021820	0.171918603782108	0.171918603782108	0.171918603782108	0.171918603782108	0.171918603782108	0.171918603782108	0.171918603782108	0.171918603782108	ARS
ENSMUSG00000021933	0.67733166242194	0.67733166242194	0.67733166242194	0.67733166242194	0.67733166242194	0.67733166242194	0.67733166242194	0.67733166242194	ARS
ENSMUSG00000022220	0.0450743402470275	0.0450743402470275	0.0450743402470275	0.0450743402470275	0.0450743402470275	0.0450743402470275	0.0450743402470275	0.0450743402470275	ARS
ENSMUSG00000022376	0.308091833794437	0.308091833794437	0.308091833794437	0.308091833794437	0.308091833794437	0.308091833794437	0.308091833794437	0.308091833794437	ARS
ENSMUSG00000022416	0.0317584122292163	0.0317584122292163	0.0317584122292163	0.0317584122292163	0.0317584122292163	0.0317584122292163	0.0317584122292163	0.0317584122292163	ARS
ENSMUSG00000022840	0.00153074203800685	0.00153074203800685	0.00153074203800685	0.00153074203800685	0.00153074203800685	0.00153074203800685	0.00153074203800685	0.00153074203800685	ARS
ENSMUSG00000022994	0.0275966380850141	0.0275966380850141	0.0275966380850141	0.0275966380850141	0.0275966380850141	0.0275966380850141	0.0275966380850141	0.0275966380850141	ARS
ENSMUSG00000023439	0.241291339962101	0.241291339962101	0.241291339962101	0.241291339962101	0.241291339962101	0.241291339962101	0.241291339962101	0.241291339962101	ARS
ENSMUSG00000024112	0.0881539276151257	0.0881539276151257	0.0881539276151257	0.0881539276151257	0.0881539276151257	0.0881539276151257	0.0881539276151257	0.0881539276151257	ARS
ENSMUSG00000024256	0.322253834322125	0.322253834322125	0.322253834322125	0.322253834322125	0.322253834322125	0.322253834322125	0.322253834322125	0.322253834322125	ARS
ENSMUSG00000024617	0.64767378919718	0.64767378919718	0.64767378919718	0.64767378919718	0.64767378919718	0.64767378919718	0.64767378919718	0.64767378919718	ARS
ENSMUSG00000024639	0.0327839539973843	0.0327839539973843	0.0327839539973843	0.0327839539973843	0.0327839539973843	0.0327839539973843	0.0327839539973843	0.0327839539973843	ARS
ENSMUSG00000024960	0.210938967137187	0.210938967137187	0.210938967137187	0.210938967137187	0.210938967137187	0.210938967137187	0.210938967137187	0.210938967137187	ARS
ENSMUSG00000025739	0.435360992241572	0.435360992241572	0.435360992241572	0.435360992241572	0.435360992241572	0.435360992241572	0.435360992241572	0.435360992241572	ARS
ENSMUSG00000025892	0.337569956083959	0.337569956083959	0.337569956083959	0.337569956083959	0.337569956083959	0.337569956083959	0.337569956083959	0.337569956083959	ARS
ENSMUSG00000025958	0.133128497473904	0.133128497473904	0.133128497473904	0.133128497473904	0.133128497473904	0.133128497473904	0.133128497473904	0.133128497473904	ARS
ENSMUSG00000026567	0.60607725502408	0.60607725502408	0.60607725502408	0.60607725502408	0.60607725502408	0.60607725502408	0.60607725502408	0.60607725502408	ARS
ENSMUSG00000026824	0.0765889450469059	0.0765889450469059	0.0765889450469059	0.0765889450469059	0.0765889450469059	0.0765889450469059	0.0765889450469059	0.0765889450469059	ARS
ENSMUSG00000026959	0.637033483601403	0.637033483601403	0.637033483601403	0.637033483601403	0.637033483601403	0.637033483601403	0.637033483601403	0.637033483601403	ARS
ENSMUSG00000027523	0.452457276249657	0.452457276249657	0.452457276249657	0.452457276249657	0.452457276249657	0.452457276249657	0.452457276249657	0.452457276249657	ARS
ENSMUSG00000027669	0.0335518487144804	0.0335518487144804	0.0335518487144804	0.0335518487144804	0.0335518487144804	0.0335518487144804	0.0335518487144804	0.0335518487144804	ARS
ENSMUSG00000028957	2.96573254843224e-09	2.96573254843224e-09	2.96573254843224e-09	2.96573254843224e-09	2.96573254843224e-09	2.96573254843224e-09	2.96573254843224e-09	2.96573254843224e-09	ARS
ENSMUSG00000029064	0.0271554292336809	0.0271554292336809	0.0271554292336809	0.0271554292336809	0.0271554292336809	0.0271554292336809	0.0271554292336809	0.0271554292336809	ARS
ENSMUSG00000029334	1.12135698793203e-06	1.12135698793203e-06	1.12135698793203e-06	1.12135698793203e-06	1.12135698793203e-06	1.12135698793203e-06	1.12135698793203e-06	1.12135698793203e-06	ARS
ENSMUSG00000029361	0.246967102028035	0.246967102028035	0.246967102028035	0.246967102028035	0.246967102028035	0.246967102028035	0.246967102028035	0.246967102028035	ARS
ENSMUSG00000029663	0.885748034473126	0.885748034473126	0.885748034473126	0.885748034473126	0.885748034473126	0.885748034473126	0.885748034473126	0.885748034473126	ARS
ENSMUSG00000029713	0.00234650829333694	0.00234650829333694	0.00234650829333694	0.00234650829333694	0.00234650829333694	0.00234650829333694	0.00234650829333694	0.00234650829333694	ARS
ENSMUSG00000029778	0.0302397705801469	0.0302397705801469	0.0302397705801469	0.0302397705801469	0.0302397705801469	0.0302397705801469	0.0302397705801469	0.0302397705801469	ARS
ENSMUSG00000030102	1.41272188156627e-05	1.41272188156627e-05	1.41272188156627e-05	1.41272188156627e-05	1.41272188156627e-05	1.41272188156627e-05	1.41272188156627e-05	1.41272188156627e-05	ARS
ENSMUSG00000030209	0.533778904136225	0.533778904136225	0.533778904136225	0.533778904136225	0.533778904136225	0.533778904136225	0.533778904136225	0.533778904136225	ARS
ENSMUSG00000030592	0.226222818613449	0.226222818613449	0.226222818613449	0.226222818613449	0.226222818613449	0.226222818613449	0.226222818613449	0.226222818613449	ARS
ENSMUSG00000031659	2.56393022665113e-05	2.56393022665113e-05	2.56393022665113e-05	2.56393022665113e-05	2.56393022665113e-05	2.56393022665113e-05	2.56393022665113e-05	2.56393022665113e-05	ARS
ENSMUSG00000031748	3.48089271906549e-06	3.48089271906549e-06	3.48089271906549e-06	3.48089271906549e-06	3.48089271906549e-06	3.48089271906549e-06	3.48089271906549e-06	3.48089271906549e-06	ARS
ENSMUSG00000032034	0.482105329123808	0.482105329123808	0.482105329123808	0.482105329123808	0.482105329123808	0.482105329123808	0.482105329123808	0.482105329123808	ARS
ENSMUSG00000032192	0.0190636787006417	0.0190636787006417	0.0190636787006417	0.0190636787006417	0.0190636787006417	0.0190636787006417	0.0190636787006417	0.0190636787006417	ARS
ENSMUSG00000032246	0.000294759597138428	0.000294759597138428	0.000294759597138428	0.000294759597138428	0.000294759597138428	0.000294759597138428	0.000294759597138428	0.000294759597138428	ARS
ENSMUSG00000032562	0.0901446004328891	0.0901446004328891	0.0901446004328891	0.0901446004328891	0.0901446004328891	0.0901446004328891	0.0901446004328891	0.0901446004328891	ARS
ENSMUSG00000032766	0.015228862175288	0.015228862175288	0.015228862175288	0.015228862175288	0.015228862175288	0.015228862175288	0.015228862175288	0.015228862175288	ARS
ENSMUSG00000033765	0.0254208276565397	0.0254208276565397	0.0254208276565397	0.0254208276565397	0.0254208276565397	0.0254208276565397	0.0254208276565397	0.0254208276565397	ARS
ENSMUSG00000033981	0.0462225577985207	0.0462225577985207	0.0462225577985207	0.0462225577985207	0.0462225577985207	0.0462225577985207	0.0462225577985207	0.0462225577985207	ARS
ENSMUSG00000036402	0.078531029786376	0.078531029786376	0.078531029786376	0.078531029786376	0.078531029786376	0.078531029786376	0.078531029786376	0.078531029786376	ARS
ENSMUSG00000036438	0.0555307965420454	0.000723963263904473	0.000287538566513471	0.00199219389816202	0.000293065869139952	0.000287538566513471	0.00616733872918807	0.000409153611998876	ARS
ENSMUSG00000038026	0.470559921889356	0.470559921889356	0.470559921889356	0.470559921889356	0.470559921889356	0.470559921889356	0.470559921889356	0.470559921889356	ARS
ENSMUSG00000038473	0.521677123357001	0.521677123357001	0.521677123357001	0.521677123357001	0.521677123357001	0.521677123357001	0.521677123357001	0.521677123357001	ARS
ENSMUSG00000038811	0.00168650582599672	0.00168650582599672	0.00168650582599672	0.00168650582599672	0.00168650582599672	0.00168650582599672	0.00168650582599672	0.00168650582599672	ARS
ENSMUSG00000039943	8.68433417400283e-07	8.68433417400283e-07	8.68433417400283e-07	8.68433417400283e-07	8.68433417400283e-07	8.68433417400283e-07	8.68433417400283e-07	8.68433417400283e-07	ARS
ENSMUSG00000040061	0.184277542964933	0.184277542964933	0.184277542964933	0.184277542964933	0.184277542964933	0.184277542964933	0.184277542964933	0.184277542964933	ARS
ENSMUSG00000041624	0.000242663645157348	0.000242663645157348	0.000242663645157348	0.000242663645157348	0.000242663645157348	0.000242663645157348	0.000242663645157348	0.000242663645157348	ARS
ENSMUSG00000042644	3.64970671906661e-06	3.64970671906661e-06	3.64970671906661e-06	3.64970671906661e-06	3.64970671906661e-06	3.64970671906661e-06	3.64970671906661e-06	3.64970671906661e-06	ARS
ENSMUSG00000043301	0.105480935379983	0.105480935379983	0.105480935379983	0.105480935379983	0.105480935379983	0.105480935379983	0.105480935379983	0.105480935379983	ARS
ENSMUSG00000048240	0.0062578183991121	0.0062578183991121	0.0062578183991121	0.0062578183991121	0.0062578183991121	0.0062578183991121	0.0062578183991121	0.0062578183991121	ARS
ENSMUSG00000049892	0.0479383331005045	0.0479383331005045	0.0479383331005045	0.0479383331005045	0.0479383331005045	0.0479383331005045	0.0479383331005045	0.0479383331005045	ARS
ENSMUSG00000050901	0.35288459812253	0.35288459812253	0.35288459812253	0.35288459812253	0.35288459812253	0.35288459812253	0.35288459812253	0.35288459812253	ARS
ENSMUSG00000050965	2.60834417620259e-07	2.60834417620259e-07	2.60834417620259e-07	2.60834417620259e-07	2.60834417620259e-07	2.60834417620259e-07	2.60834417620259e-07	2.60834417620259e-07	ARS
ENSMUSG00000051177	0.000840488550487128	0.000840488550487128	0.000840488550487128	0.000840488550487128	0.000840488550487128	0.000840488550487128	0.000840488550487128	0.000840488550487128	ARS
ENSMUSG00000051331	0.000113642887558107	0.000113642887558107	0.000113642887558107	0.000113642887558107	0.000113642887558107	0.000113642887558107	0.000113642887558107	0.000113642887558107	ARS
ENSMUSG00000052889	0.000395678968474478	0.000395678968474478	0.000395678968474478	0.000395678968474478	0.000395678968474478	0.000395678968474478	0.000395678968474478	0.000395678968474478	ARS
ENSMUSG00000052920	0.054425670932155	0.054425670932155	0.054425670932155	0.054425670932155	0.054425670932155	0.054425670932155	0.054425670932155	0.054425670932155	ARS
ENSMUSG00000053819	0.221835012210822	0.221835012210822	0.221835012210822	0.221835012210822	0.221835012210822	0.221835012210822	0.221835012210822	0.221835012210822	ARS
ENSMUSG00000054764	0.179035108327587	0.179035108327587	0.179035108327587	0.179035108327587	0.179035108327587	0.179035108327587	0.179035108327587	0.179035108327587	ARS
ENSMUSG00000055866	8.07133426761197e-08	8.07133426761197e-08	8.07133426761197e-08	8.07133426761197e-08	8.07133426761197e-08	8.07133426761197e-08	8.07133426761197e-08	8.07133426761197e-08	ARS
ENSMUSG00000057378	0.417992107568936	0.417992107568936	0.417992107568936	0.417992107568936	0.417992107568936	0.417992107568936	0.417992107568936	0.417992107568936	ARS
ENSMUSG00000057614	0.131219675831083	0.131219675831083	0.131219675831083	0.131219675831083	0.131219675831083	0.131219675831083	0.131219675831083	0.131219675831083	ARS
ENSMUSG00000057897	0.0636065861971219	0.0636065861971219	0.0636065861971219	0.0636065861971219	0.0636065861971219	0.0636065861971219	0.0636065861971219	0.0636065861971219	ARS
ENSMUSG00000059003	0.238176886383191	0.238176886383191	0.238176886383191	0.238176886383191	0.238176886383191	0.238176886383191	0.238176886383191	0.238176886383191	ARS
ENSMUSG00000063065	0.138599897084833	0.138599897084833	0.138599897084833	0.138599897084833	0.138599897084833	0.138599897084833	0.138599897084833	0.138599897084833	ARS
ENSMUSG00000063130	0.00154826104783512	0.00154826104783512	0.00154826104783512	0.00154826104783512	0.00154826104783512	0.00154826104783512	0.00154826104783512	0.00154826104783512	ARS
ENSMUSG00000063358	0.0900499064463693	0.0900499064463693	0.0900499064463693	0.0900499064463693	0.0900499064463693	0.0900499064463693	0.0900499064463693	0.0900499064463693	ARS
ENSMUSG00000063594	0.184965315654378	0.184965315654378	0.184965315654378	0.184965315654378	0.184965315654378	0.184965315654378	0.184965315654378	0.184965315654378	ARS
ENSMUSG00000068523	0.347872649297621	0.189269158641655	0.170034778397134	0.193138841029966	0.19097686462927	0.170034778397134	0.242030760258691	0.200864353829194	ARS
ENSMUSG00000099269	0.555397914016531	0.555397914016531	0.555397914016531	0.555397914016531	0.555397914016531	0.555397914016531	0.555397914016531	0.555397914016531	ARS
ENSMUSG00000000001	0.426166638760408	0.426166638760408	0.426166638760408	0.426166638760408	0.426166638760408	0.426166638760408	0.426166638760408	0.426166638760408	GeneCycle
ENSMUSG00000001175	0.187049302657181	0.187049302657181	0.187049302657181	0.187049302657181	0.187049302657181	0.187049302657181	0.187049302657181	0.187049302657181	GeneCycle
ENSMUSG00000001986	0	0	0	0	0	0	0	0	GeneCycle
ENSMUSG00000002771	0.139607223171636	0.139607223171636	0.139607223171636	0.139607223171636	0.139607223171636	0.139607223171636	0.139607223171636	0.139607223171636	GeneCycle
ENSMUSG00000005034	0.230533004272793	0.230533004272793	0.230533004272793	0.230533004272793	0.230533004272793	0.230533004272793	0.230533004272793	0.230533004272793	GeneCycle
ENSMUSG00000005469	0.0963511946675514	0.0963511946675514	0.0963511946675514	0.0963511946675514	0.0963511946675514	0.0963511946675514	0.0963511946675514	0.0963511946675514	GeneCycle
ENSMUSG00000005580	0	0	0	0	0	0	0	0	GeneCycle
ENSMUSG00000015968	0	0	0	0	0	0	0	0	GeneCycle
ENSMUSG00000019370	0.288430243532823	0.288430243532823	0.288430243532823	0.288430243532823	0.288430243532823	0.288430243532823	0.288430243532823	0.288430243532823	GeneCycle
ENSMUSG00000020431	0.563226602002417	0.563226602002417	0.563226602002417	0.563226602002417	0.563226602002417	0.563226602002417	0.563226602002417	0.563226602002417	GeneCycle
ENSMUSG00000020524	0	0	0	0	0	0	0	0	GeneCycle
ENSMUSG00000020654	0.367309245443861	0.367309245443861	0.367309245443861	0.367309245443861	0.367309245443861	0.367309245443861	0.367309245443861	0.367309245443861	GeneCycle
ENSMUSG00000020734	0.20475030307877	0.20475030307877	0.20475030307877	0.20475030307877	0.20475030307877	0.20475030307877	0.20475030307877	0.20475030307877	GeneCycle
ENSMUSG00000020866	0.00254970448841959	0.00254970448841959	0.00254970448841959	0.00254970448841959	0.00254970448841959	0.00254970448841959	0.00254970448841959	0.00254970448841959	GeneCycle
ENSMUSG00000020893	0	0	0	0	0	0	0	0	GeneCycle
