ID	pvalue_mean	pvalue_brown	pvalue_fisher	pvalue_kost	pvalue_logitp	pvalue_sumlog	pvalue_sump	pvalue_sumz	algorithm
ENSRNOG00000001142	1.6136044031809e-08	1.6136044031809e-08	1.6136044031809e-08	1.6136044031809e-08	1.6136044031809e-08	1.6136044031809e-08	1.6136044031809e-08	1.6136044031809e-08	ARS
ENSRNOG00000002175	0.0154867294259065	2.03344666745693e-15	7.53757332377056e-27	6.54775053771972e-13	5.22010745938747e-17	7.53757332377056e-27	6.13574873371763e-07	1.85943421067799e-24	ARS
ENSRNOG00000004395	0.00178710769717837	0.00178710769717837	0.00178710769717837	0.00178710769717837	0.00178710769717837	0.00178710769717837	0.00178710769717837	0.00178710769717837	ARS
ENSRNOG00000005310	7.34481846797022e-07	7.34481846797022e-07	7.34481846797022e-07	7.34481846797022e-07	7.34481846797022e-07	7.34481846797022e-07	7.34481846797022e-07	7.34481846797022e-07	ARS
ENSRNOG00000005828	3.04227512915827e-06	3.04227512915827e-06	3.04227512915827e-06	3.04227512915827e-06	3.04227512915827e-06	3.04227512915827e-06	3.04227512915827e-06	3.04227512915827e-06	ARS
ENSRNOG00000006622	4.43023395746423e-12	4.43023395746423e-12	4.43023395746423e-12	4.43023395746423e-12	4.43023395746423e-12	4.43023395746423e-12	4.43023395746423e-12	4.43023395746423e-12	ARS
ENSRNOG00000007152	5.64203133717605e-06	5.64203133717605e-06	5.64203133717605e-06	5.64203133717605e-06	5.64203133717605e-06	5.64203133717605e-06	5.64203133717605e-06	5.64203133717605e-06	ARS
ENSRNOG00000007478	6.53056405001329e-05	2.56440163653014e-06	6.83203605771085e-08	3.78499467364463e-06	4.98806637098594e-07	6.83203605771085e-08	8.52965336225997e-09	2.51516497950547e-08	ARS
ENSRNOG00000007706	5.31257366667147e-06	5.31257366667147e-06	5.31257366667147e-06	5.31257366667147e-06	5.31257366667147e-06	5.31257366667147e-06	5.31257366667147e-06	5.31257366667147e-06	ARS
ENSRNOG00000009085	0.00644019266890008	0.00644019266890008	0.00644019266890008	0.00644019266890008	0.00644019266890008	0.00644019266890008	0.00644019266890008	0.00644019266890008	ARS
ENSRNOG00000009329	0	0	0	0	0	0	0	0	ARS
ENSRNOG00000012799	0.00539447899291351	0.000251794444191783	0.000251794444191783	0.000251794444191783	0.000239107740038586	0.000251794444191783	5.82008072099703e-05	0.0001203876218154	ARS
ENSRNOG00000013076	0.176887436003018	4.09431284894486e-05	1.70098626499061e-06	0.000102633561207395	4.64318248368113e-06	1.70098626499061e-06	0.0249059707843785	1.64410537042696e-05	ARS
ENSRNOG00000013408	0	0	0	0	0	0	0	0	ARS
ENSRNOG00000013412	0.0492656667511528	0.0492656667511528	0.0492656667511528	0.0492656667511528	0.0492656667511528	0.0492656667511528	0.0492656667511528	0.0492656667511528	ARS
ENSRNOG00000013413	0.119433888101944	0.119433888101944	0.119433888101944	0.119433888101944	0.119433888101944	0.119433888101944	0.119433888101944	0.119433888101944	ARS
