ID	pvalue	algorithm
ENSPANG00000000437	0.965389070004135	ARS
ENSPANG00000000546	0.250498824135077	ARS
ENSPANG00000000832	0.870849884868438	ARS
ENSPANG00000000866	0.842966206876531	ARS
ENSPANG00000004699	0.197392244847921	ARS
ENSPANG00000005164	0.907745180618669	ARS
ENSPANG00000006538	0.0105169371219889	ARS
ENSPANG00000006688	0.688127752923853	ARS
ENSPANG00000006849	0.784613901156369	ARS
ENSPANG00000006882	0.688127752923853	ARS
ENSPANG00000008425	0.121145506566797	ARS
ENSPANG00000008563	0.916027715997887	ARS
ENSPANG00000008968	0.86935985761473	ARS
ENSPANG00000009083	0.415260286398361	ARS
ENSPANG00000010205	0.59240813832003	ARS
ENSPANG00000012477	0.86935985761473	ARS
ENSPANG00000013724	0.271466382113832	ARS
ENSPANG00000014909	0.870849884868438	ARS
ENSPANG00000016434	0.250498824135077	ARS
ENSPANG00000016597	0.870849884868438	ARS
ENSPANG00000017172	0.86935985761473	ARS
ENSPANG00000018115	0.59240813832003	ARS
ENSPANG00000018853	0.250498824135077	ARS
ENSPANG00000020758	0.142129179590668	ARS
ENSPANG00000021065	0.59240813832003	ARS
ENSPANG00000021704	0.121145506566797	ARS
ENSPANG00000024927	0.86935985761473	ARS
ENSPANG00000026255	0.0105169371219889	ARS
ENSPANG00000000437	0.856960565893023	GeneCycle
ENSPANG00000000546	0.0932311246433829	GeneCycle
ENSPANG00000000832	0.207637555997405	GeneCycle
ENSPANG00000000866	0.244768258404065	GeneCycle
ENSPANG00000004699	0.0751080181502593	GeneCycle
ENSPANG00000005164	0.953490709815173	GeneCycle
ENSPANG00000006538	0.0751080181502593	GeneCycle
ENSPANG00000006688	0.442066532750899	GeneCycle
ENSPANG00000006849	0.709060297944741	GeneCycle
ENSPANG00000006882	0.50713833153438	GeneCycle
ENSPANG00000008425	0.0987231624585801	GeneCycle
ENSPANG00000008563	0.411540946353098	GeneCycle
ENSPANG00000008968	0.805663501756523	GeneCycle
ENSPANG00000009083	0.411540946353098	GeneCycle
ENSPANG00000010205	0.271729932701835	GeneCycle
ENSPANG00000012477	0.50713833153438	GeneCycle
ENSPANG00000013724	0.131973706048834	GeneCycle
ENSPANG00000014909	0.856960565893023	GeneCycle
ENSPANG00000016434	0.283538605081759	GeneCycle
ENSPANG00000016597	0.0751080181502593	GeneCycle
ENSPANG00000017172	0.411540946353098	GeneCycle
ENSPANG00000018115	0.50713833153438	GeneCycle
ENSPANG00000018853	0.159709285560374	GeneCycle
ENSPANG00000020758	0.0751080181502593	GeneCycle
ENSPANG00000021065	0.171496102879433	GeneCycle
ENSPANG00000021704	0.198227375536527	GeneCycle
ENSPANG00000024927	0.709060297944741	GeneCycle
ENSPANG00000026255	0.0751080181502593	GeneCycle
ENSPANG00000000437	0.520711156056449	JTK
ENSPANG00000000546	0.000152528370120962	JTK
ENSPANG00000000832	0.035052864503622	JTK
ENSPANG00000000866	0.035052864503622	JTK
ENSPANG00000004699	0.162331228956229	JTK
ENSPANG00000005164	0.545204700777617	JTK
ENSPANG00000006538	0.000152528370120962	JTK
ENSPANG00000006688	0.162331228956229	JTK
ENSPANG00000006849	0.134271067153012	JTK
ENSPANG00000006882	0.185762297898469	JTK
ENSPANG00000008425	0.000148943135054246	JTK
ENSPANG00000008563	0.134271067153012	JTK
ENSPANG00000008968	0.494333492510576	JTK
ENSPANG00000009083	0.110021007236719	JTK
ENSPANG00000010205	0.185762297898469	JTK
ENSPANG00000012477	0.0621004856768746	JTK
ENSPANG00000013724	0.00389792434931324	JTK
ENSPANG00000014909	0.348107215675271	JTK
ENSPANG00000016434	0.035052864503622	JTK
ENSPANG00000016597	0.0621004856768746	JTK
ENSPANG00000017172	0.185762297898469	JTK
ENSPANG00000018115	0.110021007236719	JTK
ENSPANG00000018853	0.0489541538065844	JTK
ENSPANG00000020758	0.00279374766180322	JTK
ENSPANG00000021065	0.035052864503622	JTK
ENSPANG00000021704	0.00168016975308642	JTK
ENSPANG00000024927	0.260475521028183	JTK
ENSPANG00000026255	0.00389792434931324	JTK
ENSPANG00000000437	0.999992101981753	LS
ENSPANG00000000546	0.422562521916251	LS
ENSPANG00000000832	0.999992101981753	LS
ENSPANG00000000866	0.999992101981753	LS
ENSPANG00000004699	0.900322151968864	LS
ENSPANG00000005164	0.999992101981753	LS
ENSPANG00000006538	0.422562521916251	LS
ENSPANG00000006688	0.999992101981753	LS
ENSPANG00000006849	0.999992101981753	LS
ENSPANG00000006882	0.999992101981753	LS
ENSPANG00000008425	0.422562521916251	LS
ENSPANG00000008563	0.999992101981753	LS
ENSPANG00000008968	0.999992101981753	LS
ENSPANG00000009083	0.999992101981753	LS
ENSPANG00000010205	0.999992101981753	LS
ENSPANG00000012477	0.999992101981753	LS
ENSPANG00000013724	0.422562521916251	LS
ENSPANG00000014909	0.999992101981753	LS
ENSPANG00000016434	0.999992101981753	LS
ENSPANG00000016597	0.422562521916251	LS
ENSPANG00000017172	0.999992101981753	LS
ENSPANG00000018115	0.999992101981753	LS
ENSPANG00000018853	0.422562521916251	LS
ENSPANG00000020758	0.422562521916251	LS
ENSPANG00000021065	0.999992101981753	LS
ENSPANG00000021704	0.999992101981753	LS
ENSPANG00000024927	0.999992101981753	LS
ENSPANG00000026255	0.422562521916251	LS
ENSPANG00000000437	0.0926400761772615	RAIN
ENSPANG00000000546	1.51331964499682e-05	RAIN
ENSPANG00000000832	0.0010929436561534	RAIN
ENSPANG00000000866	0.00342010603453507	RAIN
ENSPANG00000004699	0.0116247477158309	RAIN
ENSPANG00000005164	0.0728835654924669	RAIN
ENSPANG00000006538	3.56615824583938e-05	RAIN
ENSPANG00000006688	0.0204472426339399	RAIN
ENSPANG00000006849	0.00750733323682022	RAIN
ENSPANG00000006882	0.0116247477158309	RAIN
ENSPANG00000008425	1.40501097163032e-06	RAIN
ENSPANG00000008563	0.00608138167738804	RAIN
ENSPANG00000008968	0.0681788551429955	RAIN
ENSPANG00000009083	0.0116247477158309	RAIN
ENSPANG00000010205	0.0163700583423543	RAIN
ENSPANG00000012477	0.00569457553203844	RAIN
ENSPANG00000013724	0.000322757355845351	RAIN
ENSPANG00000014909	0.0681788551429955	RAIN
ENSPANG00000016434	0.00470230310916057	RAIN
ENSPANG00000016597	0.000322757355845351	RAIN
ENSPANG00000017172	0.0163700583423543	RAIN
ENSPANG00000018115	0.0116247477158309	RAIN
ENSPANG00000018853	0.00067843883537928	RAIN
ENSPANG00000020758	0.000679172834460422	RAIN
ENSPANG00000021065	0.00152466924962056	RAIN
ENSPANG00000021704	0.000322757355845351	RAIN
ENSPANG00000024927	0.0926400761772615	RAIN
ENSPANG00000026255	0.000679172834460422	RAIN
ENSPANG00000000437	0.0462689335116167	empJTK
ENSPANG00000000546	0.0004881048210906	empJTK
ENSPANG00000000832	0.007143587617936	empJTK
ENSPANG00000000866	0.00927770576161333	empJTK
ENSPANG00000004699	0.02776848327918	empJTK
ENSPANG00000005164	0.205290804188	empJTK
ENSPANG00000006538	0.05589755977288	empJTK
ENSPANG00000006688	0.0232336639037176	empJTK
ENSPANG00000006849	0.0146072042086492	empJTK
ENSPANG00000006882	0.0349070567697091	empJTK
ENSPANG00000008425	0.0004881048210906	empJTK
ENSPANG00000008563	0.012834015148192	empJTK
ENSPANG00000008968	0.0349070567697091	empJTK
ENSPANG00000009083	0.0454116352163478	empJTK
ENSPANG00000010205	0.0146072042086492	empJTK
ENSPANG00000012477	0.010657304818475	empJTK
ENSPANG00000013724	0.017262674286095	empJTK
ENSPANG00000014909	0.010657304818475	empJTK
ENSPANG00000016434	0.0146072042086492	empJTK
ENSPANG00000016597	0.017262674286095	empJTK
ENSPANG00000017172	0.02776848327918	empJTK
ENSPANG00000018115	0.141333179344	empJTK
ENSPANG00000018853	0.000994626298978667	empJTK
ENSPANG00000020758	0.002123246751871	empJTK
ENSPANG00000021065	0.012834015148192	empJTK
ENSPANG00000021704	0.02776848327918	empJTK
ENSPANG00000024927	0.101892734016231	empJTK
ENSPANG00000026255	0.017262674286095	empJTK
ENSPANG00000000437	0.520711156056449	meta2d
ENSPANG00000000546	0.000152528370120962	meta2d
ENSPANG00000000832	0.035052864503622	meta2d
ENSPANG00000000866	0.035052864503622	meta2d
ENSPANG00000004699	0.0789568979391685	meta2d
ENSPANG00000005164	0.545204700777617	meta2d
ENSPANG00000006538	0.000152528370120962	meta2d
ENSPANG00000006688	0.162331228956229	meta2d
ENSPANG00000006849	0.1272041688818	meta2d
ENSPANG00000006882	0.185762297898469	meta2d
ENSPANG00000008425	0.000148943135054246	meta2d
ENSPANG00000008563	0.1272041688818	meta2d
ENSPANG00000008968	0.494333492510576	meta2d
ENSPANG00000009083	0.103549183281618	meta2d
ENSPANG00000010205	0.185762297898469	meta2d
ENSPANG00000012477	0.0621004856768746	meta2d
ENSPANG00000013724	0.00389792434931324	meta2d
ENSPANG00000014909	0.348107215675271	meta2d
ENSPANG00000016434	0.035052864503622	meta2d
ENSPANG00000016597	0.0621004856768746	meta2d
ENSPANG00000017172	0.185762297898469	meta2d
ENSPANG00000018115	0.103549183281618	meta2d
ENSPANG00000018853	0.0489541538065844	meta2d
ENSPANG00000020758	0.00232812305150268	meta2d
ENSPANG00000021065	0.035052864503622	meta2d
ENSPANG00000021704	0.00168016975308642	meta2d
ENSPANG00000024927	0.260475521028183	meta2d
ENSPANG00000026255	0.00232812305150268	meta2d
