ID	pvalue	algorithm
ENSPANG00000000437	0.443171163768178	ARS
ENSPANG00000000546	0.743679164642717	ARS
ENSPANG00000000832	0.708441614177528	ARS
ENSPANG00000000866	0.809195344203277	ARS
ENSPANG00000004699	0.110485704345749	ARS
ENSPANG00000005164	0.869186731054037	ARS
ENSPANG00000006538	0.110485704345749	ARS
ENSPANG00000006688	0.192048270658921	ARS
ENSPANG00000006849	0.809195344203277	ARS
ENSPANG00000006882	0.893150249825632	ARS
ENSPANG00000008425	0.376777048786299	ARS
ENSPANG00000008563	0.743679164642717	ARS
ENSPANG00000008968	0.519672785013408	ARS
ENSPANG00000009083	0.869157022986902	ARS
ENSPANG00000010205	0.809195344203277	ARS
ENSPANG00000012477	0.77937932879218	ARS
ENSPANG00000013724	0.192048270658921	ARS
ENSPANG00000014909	0.743679164642717	ARS
ENSPANG00000016434	0.743679164642717	ARS
ENSPANG00000016597	0.519672785013408	ARS
ENSPANG00000017172	0.931349404036856	ARS
ENSPANG00000018115	0.893150249825632	ARS
ENSPANG00000018853	0.191082717808034	ARS
ENSPANG00000020758	0.443171163768178	ARS
ENSPANG00000021065	0.708441614177528	ARS
ENSPANG00000021704	0.120258451545257	ARS
ENSPANG00000024927	0.893150249825632	ARS
ENSPANG00000026255	0.110485704345749	ARS
ENSPANG00000000437	0.590931894367951	GeneCycle
ENSPANG00000000546	0.0617804183320267	GeneCycle
ENSPANG00000000832	0.760977000089891	GeneCycle
ENSPANG00000000866	0.781059231613172	GeneCycle
ENSPANG00000004699	0.83986523901828	GeneCycle
ENSPANG00000005164	0.855419322499503	GeneCycle
ENSPANG00000006538	0.0617804183320267	GeneCycle
ENSPANG00000006688	0.856974272730872	GeneCycle
ENSPANG00000006849	0.878784397617711	GeneCycle
ENSPANG00000006882	0.127832430982069	GeneCycle
ENSPANG00000008425	0.0617804183320267	GeneCycle
ENSPANG00000008563	0.760977000089891	GeneCycle
ENSPANG00000008968	0.781059231613172	GeneCycle
ENSPANG00000009083	0.856974272730872	GeneCycle
ENSPANG00000010205	0.855419322499503	GeneCycle
ENSPANG00000012477	0.807158909171109	GeneCycle
ENSPANG00000013724	0.151494975102982	GeneCycle
ENSPANG00000014909	0.83986523901828	GeneCycle
ENSPANG00000016434	0.388435283015095	GeneCycle
ENSPANG00000016597	0.551403791800297	GeneCycle
ENSPANG00000017172	0.83986523901828	GeneCycle
ENSPANG00000018115	0.856974272730872	GeneCycle
ENSPANG00000018853	0.0617804183320267	GeneCycle
ENSPANG00000020758	0.0617804183320267	GeneCycle
ENSPANG00000021065	0.83986523901828	GeneCycle
ENSPANG00000021704	0.0719653659988488	GeneCycle
ENSPANG00000024927	0.856974272730872	GeneCycle
ENSPANG00000026255	0.127832430982069	GeneCycle
ENSPANG00000000437	0.0668774461135573	JTK
ENSPANG00000000546	0.0272462796691192	JTK
ENSPANG00000000832	0.348107215675271	JTK
ENSPANG00000000866	0.213626642583239	JTK
ENSPANG00000004699	0.0178172231575009	JTK
ENSPANG00000005164	0.291176108110425	JTK
ENSPANG00000006538	0.00682136761129817	JTK
ENSPANG00000006688	0.035052864503622	JTK
ENSPANG00000006849	0.459023957331249	JTK
ENSPANG00000006882	0.0782895725191732	JTK
ENSPANG00000008425	0.00682136761129817	JTK
ENSPANG00000008563	0.213626642583239	JTK
ENSPANG00000008968	0.0782895725191732	JTK
ENSPANG00000009083	0.291176108110425	JTK
ENSPANG00000010205	0.291176108110425	JTK
ENSPANG00000012477	0.134271067153012	JTK
ENSPANG00000013724	0.00682136761129817	JTK
ENSPANG00000014909	0.134271067153012	JTK
ENSPANG00000016434	0.0489541538065844	JTK
ENSPANG00000016597	0.0188310769734381	JTK
ENSPANG00000017172	0.291176108110425	JTK
ENSPANG00000018115	0.459023957331249	JTK
ENSPANG00000018853	0.0188310769734381	JTK
ENSPANG00000020758	0.0188310769734381	JTK
ENSPANG00000021065	0.0782895725191732	JTK
ENSPANG00000021704	0.00682136761129817	JTK
ENSPANG00000024927	0.459023957331249	JTK
ENSPANG00000026255	0.035052864503622	JTK
ENSPANG00000000437	0.999970346389162	LS
ENSPANG00000000546	0.999970346389162	LS
ENSPANG00000000832	0.999970346389162	LS
ENSPANG00000000866	0.999970346389162	LS
ENSPANG00000004699	0.997362544301808	LS
ENSPANG00000005164	0.999970346389162	LS
ENSPANG00000006538	0.997362544301808	LS
ENSPANG00000006688	0.999970346389162	LS
ENSPANG00000006849	0.999970346389162	LS
ENSPANG00000006882	0.999970346389162	LS
ENSPANG00000008425	0.997362544301808	LS
ENSPANG00000008563	0.999970346389162	LS
ENSPANG00000008968	0.999970346389162	LS
ENSPANG00000009083	0.999970346389162	LS
ENSPANG00000010205	0.999970346389162	LS
ENSPANG00000012477	0.999970346389162	LS
ENSPANG00000013724	0.997362544301808	LS
ENSPANG00000014909	0.999970346389162	LS
ENSPANG00000016434	0.999970346389162	LS
ENSPANG00000016597	0.999970346389162	LS
ENSPANG00000017172	0.999970346389162	LS
ENSPANG00000018115	0.999970346389162	LS
ENSPANG00000018853	0.999970346389162	LS
ENSPANG00000020758	0.997362544301808	LS
ENSPANG00000021065	0.999970346389162	LS
ENSPANG00000021704	0.997362544301808	LS
ENSPANG00000024927	0.999970346389162	LS
ENSPANG00000026255	0.997362544301808	LS
ENSPANG00000000437	0.00293151945817292	RAIN
ENSPANG00000000546	0.00196013080652146	RAIN
ENSPANG00000000832	0.0676983688428089	RAIN
ENSPANG00000000866	0.0120777512824805	RAIN
ENSPANG00000004699	0.000621216477176792	RAIN
ENSPANG00000005164	0.0432236265499928	RAIN
ENSPANG00000006538	0.000199979894962049	RAIN
ENSPANG00000006688	0.000387308827014421	RAIN
ENSPANG00000006849	0.0934194596172335	RAIN
ENSPANG00000006882	0.00522731852627673	RAIN
ENSPANG00000008425	0.000387308827014421	RAIN
ENSPANG00000008563	0.0178826684040834	RAIN
ENSPANG00000008968	0.00740834378449205	RAIN
ENSPANG00000009083	0.0463978267663906	RAIN
ENSPANG00000010205	0.0681788551429955	RAIN
ENSPANG00000012477	0.00293151945817292	RAIN
ENSPANG00000013724	6.25229882375493e-05	RAIN
ENSPANG00000014909	0.0099483023805382	RAIN
ENSPANG00000016434	0.00293151945817292	RAIN
ENSPANG00000016597	0.000621216477176792	RAIN
ENSPANG00000017172	0.030181089859174	RAIN
ENSPANG00000018115	0.0934194596172335	RAIN
ENSPANG00000018853	0.00147646852941968	RAIN
ENSPANG00000020758	0.00293151945817292	RAIN
ENSPANG00000021065	0.0122201701284127	RAIN
ENSPANG00000021704	6.25229882375493e-05	RAIN
ENSPANG00000024927	0.677901431130167	RAIN
ENSPANG00000026255	0.00147646852941968	RAIN
ENSPANG00000000437	0.010657304818475	empJTK
ENSPANG00000000546	0.010657304818475	empJTK
ENSPANG00000000832	0.0263314857575467	empJTK
ENSPANG00000000866	0.03839776244668	empJTK
ENSPANG00000004699	0.008492987007484	empJTK
ENSPANG00000005164	0.03839776244668	empJTK
ENSPANG00000006538	0.073585149236592	empJTK
ENSPANG00000006688	0.0116672864983564	empJTK
ENSPANG00000006849	0.010657304818475	empJTK
ENSPANG00000006882	0.0263314857575467	empJTK
ENSPANG00000008425	0.0158244712260367	empJTK
ENSPANG00000008563	0.010657304818475	empJTK
ENSPANG00000008968	0.034710604098975	empJTK
ENSPANG00000009083	0.03839776244668	empJTK
ENSPANG00000010205	0.0851172157144	empJTK
ENSPANG00000012477	0.073585149236592	empJTK
ENSPANG00000013724	0.010657304818475	empJTK
ENSPANG00000014909	0.03839776244668	empJTK
ENSPANG00000016434	0.0263314857575467	empJTK
ENSPANG00000016597	0.010657304818475	empJTK
ENSPANG00000017172	0.073585149236592	empJTK
ENSPANG00000018115	0.0851172157144	empJTK
ENSPANG00000018853	0.0116672864983564	empJTK
ENSPANG00000020758	0.010657304818475	empJTK
ENSPANG00000021065	0.0635199542873636	empJTK
ENSPANG00000021704	0.0635199542873636	empJTK
ENSPANG00000024927	0.0797967074426308	empJTK
ENSPANG00000026255	0.0116672864983564	empJTK
ENSPANG00000000437	0.0668774461135573	meta2d
ENSPANG00000000546	0.0245216517022073	meta2d
ENSPANG00000000832	0.348107215675271	meta2d
ENSPANG00000000866	0.213626642583239	meta2d
ENSPANG00000004699	0.0167387350875005	meta2d
ENSPANG00000005164	0.291176108110425	meta2d
ENSPANG00000006538	0.00682136761129817	meta2d
ENSPANG00000006688	0.035052864503622	meta2d
ENSPANG00000006849	0.459023957331249	meta2d
ENSPANG00000006882	0.0782895725191732	meta2d
ENSPANG00000008425	0.00682136761129817	meta2d
ENSPANG00000008563	0.213626642583239	meta2d
ENSPANG00000008968	0.0782895725191732	meta2d
ENSPANG00000009083	0.291176108110425	meta2d
ENSPANG00000010205	0.291176108110425	meta2d
ENSPANG00000012477	0.134271067153012	meta2d
ENSPANG00000013724	0.00682136761129817	meta2d
ENSPANG00000014909	0.134271067153012	meta2d
ENSPANG00000016434	0.0489541538065844	meta2d
ENSPANG00000016597	0.0167387350875005	meta2d
ENSPANG00000017172	0.291176108110425	meta2d
ENSPANG00000018115	0.459023957331249	meta2d
ENSPANG00000018853	0.0167387350875005	meta2d
ENSPANG00000020758	0.0167387350875005	meta2d
ENSPANG00000021065	0.0782895725191732	meta2d
ENSPANG00000021704	0.00682136761129817	meta2d
ENSPANG00000024927	0.459023957331249	meta2d
ENSPANG00000026255	0.0167387350875005	meta2d
