ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000030751	0.00249245407649783	0.393740742634563	24	24	NA
ENSMUSG00000029446	5.61261246700636e-06	0.00200157764309584	20	4	NA
ENSMUSG00000030967	0.00893438520610719	0.623330626571002	28	12	NA
ENSMUSG00000032112	0.00366116997550268	0.990532026328924	20	6	NA
ENSMUSG00000079477	0.010579967701964	0.953151396470351	22	16	NA
ENSMUSG00000020936	0.0154100516202523	0.899583181865866	22	12	NA
ENSMUSG00000071415	0.00888359031116312	0.878598104152679	26	14	NA
ENSMUSG00000028646	0.0421377520499827	0.912393845127546	20	2	NA
ENSMUSG00000055204	0.00122750326475478	0.243325338372702	28	12	NA
ENSMUSG00000022193	0.00901835001705966	0.971137678722392	22	2	NA
ENSMUSG00000008855	1.89733103033215e-05	0.00649834543645158	26	14	NA
ENSMUSG00000029234	0.00701783691607424	0.939801758244755	20	18	NA
ENSMUSG00000025261	0.0066134819459299	0.989679711335135	28	6	NA
ENSMUSG00000003346	0.0447050281161043	0.920856912892483	22	6	NA
ENSMUSG00000070733	1.5071744790832e-05	0.00260251760626846	24	22	NA
ENSMUSG00000020794	0.0135059977369846	0.948717619849138	24	8	NA
ENSMUSG00000021266	0.0109103626054129	0.789574437917207	22	8	NA
ENSMUSG00000025156	6.11301933211021e-05	0.0228626923020922	20	6	NA
ENSMUSG00000030751	0.00865614132665898	0.890238959795872	24	20	NA
ENSMUSG00000067851	0.015140459728507	0.964473331772806	20	12	NA
ENSMUSG00000029446	0.00479420422415383	0.949309514936335	20	18	NA
ENSMUSG00000026553	0.0150756851784458	0.955555387411315	20	18	NA
ENSMUSG00000022100	0.000759393946624567	0.114216427574036	20	12	NA
ENSMUSG00000028677	0.00139174179246791	0.130795465895841	24	14	NA
ENSMUSG00000037373	0.00206679804581944	0.730138508439227	22	2	NA
ENSMUSG00000027828	0.0176512472141194	0.925942955232156	28	12	NA
ENSMUSG00000005442	0.000739729075184222	0.161361145302977	26	8	NA
ENSMUSG00000040688	0.0274774794611468	0.929854228039195	22	2	NA
ENSMUSG00000028759	0.00348348986889823	0.896389946631937	20	2	NA
ENSMUSG00000025261	0.0038925310630455	0.391871681294112	24	16	NA
ENSMUSG00000026553	0.000228957535976192	0.0904382267105959	20	4	NA
ENSMUSG00000018585	0.0134049872861373	0.930528119895517	22	18	NA
ENSMUSG00000026878	0.00184343080213691	0.490694978788235	20	20	NA
ENSMUSG00000020936	0.00246461084024959	0.928323137567091	20	2	NA
ENSMUSG00000067851	0.00278377785684219	0.618411655237211	26	4	NA
ENSMUSG00000014355	0.000264205064377274	0.0979506697080746	20	14	NA
ENSMUSG00000025224	0.00698413966103797	0.941769207856071	20	14	NA
ENSMUSG00000022100	0.0501814654861896	0.901738227534361	26	16	NA
ENSMUSG00000025224	0.00127823749662828	0.126575533292283	24	8	NA
ENSMUSG00000025261	0.00359252127328144	0.675518133553949	26	20	NA
ENSMUSG00000025224	0.00258095376355776	0.484715980745744	28	14	NA
ENSMUSG00000008855	0.000931875524173906	0.283705092773048	26	14	NA
ENSMUSG00000022770	0.00556819025186856	0.965089135020512	28	22	NA
ENSMUSG00000034820	0.0167329814658394	0.914881134475546	20	8	NA
ENSMUSG00000022770	0.0120606978171432	0.98826068297725	28	12	NA
ENSMUSG00000028759	0.00564950452009658	0.933059369251475	20	20	NA
ENSMUSG00000025224	0.00314301568297417	0.387659255091632	24	4	NA
ENSMUSG00000005442	0.0230622579107009	0.960866100861526	26	10	NA
ENSMUSG00000071415	0.0222307969279342	0.966644982141281	28	26	NA
ENSMUSG00000008855	0.00545566559525721	0.352531352579704	28	6	NA
ENSMUSG00000030058	0.000838552173762035	0.0795320070464634	28	24	NA
ENSMUSG00000026878	0.00908699233895967	0.986371405408062	28	18	NA
ENSMUSG00000008855	0.0136495624716662	0.959276354922423	20	10	NA
ENSMUSG00000001158	0.00425780866157876	0.978933283946826	28	6	NA
ENSMUSG00000015341	0.00103094480803039	0.21807626382552	22	4	NA
ENSMUSG00000001289	9.35572757756172e-05	0.0376100248617981	20	16	NA
ENSMUSG00000026965	0.0179790067195632	0.98972910310661	26	2	NA
